ID,variable,value,rfvalue,stdfvalue,mean_value
35,score,-0.0659988671541214,574,0.49818181818181817,0.79773256938349
36,score,1.0741033554077148,746,0.8109090909090909,0.79773256938349
37,score,-1.4330726861953735,734,0.7890909090909091,0.79773256938349
38,score,-0.04222431406378746,569,0.4890909090909091,0.79773256938349
39,score,0.6557143330574036,339,0.07090909090909091,0.79773256938349
40,score,-1.062801718711853,538,0.43272727272727274,0.79773256938349
41,score,-1.1842396259307861,827,0.9581818181818181,0.79773256938349
42,score,0.1712845414876938,577,0.5036363636363637,0.79773256938349
43,score,-1.454744577407837,685,0.7,0.79773256938349
44,score,-0.27392327785491943,781,0.8745454545454545,0.79773256938349
45,score,-0.7545535564422607,850,1,0.79773256938349
46,score,-0.03549519553780556,402,0.18545454545454546,0.79773256938349
47,score,-0.39847445487976074,830,0.9636363636363636,0.79773256938349
48,score,-0.7785094976425171,669,0.6709090909090909,0.79773256938349
49,score,-0.8701946139335632,703,0.7327272727272728,0.79773256938349
50,score,-0.7388486862182617,614,0.5709090909090909,0.79773256938349
51,score,-0.1755591183900833,850,1,0.79773256938349
52,score,-1.0007168054580688,628,0.5963636363636363,0.79773256938349
53,score,-0.5017892718315125,526,0.4109090909090909,0.79773256938349
54,score,-0.9791511297225952,624,0.5890909090909091,0.79773256938349
55,score,-0.8475497961044312,538,0.43272727272727274,0.79773256938349
56,score,0.17816658318042755,569,0.4890909090909091,0.79773256938349
57,score,-0.10464711487293243,571,0.49272727272727274,0.79773256938349
58,score,-1.6620187759399414,829,0.9618181818181818,0.79773256938349
59,score,-1.2527567148208618,703,0.7327272727272728,0.79773256938349
60,score,-0.43277251720428467,507,0.37636363636363634,0.79773256938349
61,score,-0.8988247513771057,586,0.52,0.79773256938349
62,score,-0.36504065990448,763,0.8418181818181818,0.79773256938349
63,score,-1.3153278827667236,850,1,0.79773256938349
64,score,-0.8983436226844788,430,0.23636363636363636,0.79773256938349
65,score,-1.2458133697509766,850,1,0.79773256938349
66,score,0.015857983380556107,475,0.3181818181818182,0.79773256938349
67,score,-0.3592611253261566,428,0.23272727272727273,0.79773256938349
68,score,1.233507513999939,452,0.27636363636363637,0.79773256938349
69,score,-1.0450271368026733,659,0.6527272727272727,0.79773256938349
70,score,-0.9677023887634277,561,0.47454545454545455,0.79773256938349
71,score,-1.13735830783844,842,0.9854545454545455,0.79773256938349
72,score,-0.5377771258354187,437,0.24909090909090909,0.79773256938349
73,score,-1.130911111831665,733,0.7872727272727272,0.79773256938349
74,score,-0.4019674062728882,826,0.9563636363636364,0.79773256938349
75,score,-0.21153460443019867,792,0.8945454545454545,0.79773256938349
76,score,-0.983445405960083,717,0.7581818181818182,0.79773256938349
77,score,-0.4289356768131256,757,0.8309090909090909,0.79773256938349
78,score,3.452263593673706,329,0.05272727272727273,0.79773256938349
79,score,0.34759393334388733,439,0.25272727272727274,0.79773256938349
80,score,-1.1210441589355469,662,0.6581818181818182,0.79773256938349
81,score,-0.263459175825119,553,0.46,0.79773256938349
82,score,-1.0325344800949097,611,0.5654545454545454,0.79773256938349
83,score,-1.1534979343414307,655,0.6454545454545455,0.79773256938349
84,score,-0.8541799187660217,415,0.20909090909090908,0.79773256938349
85,score,-0.3059079349040985,542,0.44,0.79773256938349
86,score,0.1397700160741806,806,0.92,0.79773256938349
87,score,-0.5032923221588135,542,0.44,0.79773256938349
88,score,-0.1302535980939865,511,0.3836363636363636,0.79773256938349
89,score,-0.8813236951828003,679,0.6890909090909091,0.79773256938349
90,score,-1.196325421333313,722,0.7672727272727272,0.79773256938349
91,score,-0.7204157710075378,416,0.2109090909090909,0.79773256938349
92,score,-1.1998531818389893,585,0.5181818181818182,0.79773256938349
93,score,-0.08224384486675262,850,1,0.79773256938349
94,score,-1.409348964691162,800,0.9090909090909091,0.79773256938349
95,score,-0.8161807656288147,555,0.4636363636363636,0.79773256938349
96,score,-0.9812607169151306,727,0.7763636363636364,0.79773256938349
97,score,-1.040875792503357,656,0.6472727272727272,0.79773256938349
98,score,-0.8674980401992798,361,0.11090909090909092,0.79773256938349
99,score,1.1662755012512207,754,0.8254545454545454,0.79773256938349
100,score,-0.5721442103385925,366,0.12,0.79773256938349
101,score,0.0360274501144886,455,0.2818181818181818,0.79773256938349
102,score,-0.12731419503688812,430,0.23636363636363636,0.79773256938349
103,score,-0.11713704466819763,808,0.9236363636363636,0.79773256938349
104,score,-0.36251115798950195,794,0.8981818181818182,0.79773256938349
105,score,3.7512600421905518,300,0,0.79773256938349
106,score,-0.6039244532585144,436,0.24727272727272728,0.79773256938349
107,score,-1.091827630996704,609,0.5618181818181818,0.79773256938349
108,score,-0.49796509742736816,765,0.8454545454545455,0.79773256938349
109,score,0.16926442086696625,428,0.23272727272727273,0.79773256938349
110,score,-1.4053560495376587,738,0.7963636363636364,0.79773256938349
111,score,0.012287424877285957,492,0.3490909090909091,0.79773256938349
112,score,0.8369616866111755,750,0.8181818181818182,0.79773256938349
113,score,-1.0087605714797974,648,0.6327272727272727,0.79773256938349
114,score,-0.2931176722049713,438,0.2509090909090909,0.79773256938349
115,score,2.0449845790863037,351,0.09272727272727273,0.79773256938349
116,score,-1.4773683547973633,694,0.7163636363636363,0.79773256938349
117,score,-0.9338476061820984,727,0.7763636363636364,0.79773256938349
118,score,-0.429749995470047,801,0.9109090909090909,0.79773256938349
119,score,-1.0501463413238525,439,0.25272727272727274,0.79773256938349
120,score,-0.3199745714664459,559,0.4709090909090909,0.79773256938349
121,score,1.5002803802490234,338,0.06909090909090909,0.79773256938349
122,score,-0.9258074760437012,782,0.8763636363636363,0.79773256938349
123,score,-1.1299809217453003,612,0.5672727272727273,0.79773256938349
124,score,1.2207114696502686,333,0.06,0.79773256938349
125,score,0.35176435112953186,444,0.26181818181818184,0.79773256938349
126,score,-0.8525070548057556,675,0.6818181818181818,0.79773256938349
127,score,-1.3565468788146973,607,0.5581818181818182,0.79773256938349
128,score,-0.02408837154507637,402,0.18545454545454546,0.79773256938349
129,score,0.6861792802810669,777,0.8672727272727273,0.79773256938349
130,score,-0.36155855655670166,504,0.3709090909090909,0.79773256938349
131,score,-0.3871745467185974,376,0.13818181818181818,0.79773256938349
132,score,-0.32558730244636536,525,0.4090909090909091,0.79773256938349
133,score,-0.9751756191253662,616,0.5745454545454546,0.79773256938349
134,score,-1.0373084545135498,607,0.5581818181818182,0.79773256938349
135,score,0.2427603304386139,386,0.15636363636363637,0.79773256938349
136,score,-0.3498327434062958,474,0.31636363636363635,0.79773256938349
137,score,-1.1179558038711548,725,0.7727272727272727,0.79773256938349
138,score,-0.5526034832000732,473,0.3145454545454546,0.79773256938349
139,score,-1.2833049297332764,843,0.9872727272727273,0.79773256938349
140,score,-1.1230560541152954,739,0.7981818181818182,0.79773256938349
141,score,-1.1463161706924438,794,0.8981818181818182,0.79773256938349
142,score,0.2029496431350708,786,0.8836363636363637,0.79773256938349
143,score,-0.44745397567749023,385,0.15454545454545454,0.79773256938349
144,score,3.02443528175354,319,0.034545454545454546,0.79773256938349
145,score,-0.16796885430812836,349,0.0890909090909091,0.79773256938349
146,score,-0.7612081170082092,619,0.58,0.79773256938349
147,score,-0.37081095576286316,798,0.9054545454545454,0.79773256938349
148,score,-1.055872917175293,678,0.6872727272727273,0.79773256938349
149,score,0.09486518800258636,388,0.16,0.79773256938349
150,score,-0.9424725770950317,659,0.6527272727272727,0.79773256938349
151,score,-0.8683918118476868,668,0.6690909090909091,0.79773256938349
152,score,-0.8317989706993103,421,0.22,0.79773256938349
153,score,-0.6354601979255676,847,0.9945454545454545,0.79773256938349
154,score,-0.2069346308708191,819,0.9436363636363636,0.79773256938349
155,score,-1.3383384943008423,696,0.72,0.79773256938349
156,score,-0.5323022603988647,412,0.20363636363636364,0.79773256938349
157,score,-1.0570796728134155,507,0.37636363636363634,0.79773256938349
158,score,1.550708293914795,303,0.005454545454545455,0.79773256938349
159,score,-1.1152557134628296,649,0.6345454545454545,0.79773256938349
160,score,-1.0627208948135376,701,0.7290909090909091,0.79773256938349
161,score,-0.8720173239707947,850,1,0.79773256938349
162,score,-0.6924955248832703,355,0.1,0.79773256938349
163,score,-0.10887877643108368,753,0.8236363636363636,0.79773256938349
164,score,0.8487018346786499,373,0.13272727272727272,0.79773256938349
165,score,-1.3931796550750732,653,0.6418181818181818,0.79773256938349
166,score,-1.3602367639541626,590,0.5272727272727272,0.79773256938349
167,score,-0.6770409941673279,547,0.4490909090909091,0.79773256938349
168,score,-0.9034671187400818,834,0.9709090909090909,0.79773256938349
169,score,-0.7850261330604553,540,0.43636363636363634,0.79773256938349
170,score,-0.15063993632793427,810,0.9272727272727272,0.79773256938349
171,score,-0.8531134128570557,849,0.9981818181818182,0.79773256938349
172,score,-0.08118994534015656,371,0.1290909090909091,0.79773256938349
173,score,-0.9484465718269348,708,0.7418181818181818,0.79773256938349
174,score,-1.1981581449508667,582,0.5127272727272727,0.79773256938349
175,score,-1.1624705791473389,836,0.9745454545454545,0.79773256938349
176,score,-0.9364034533500671,544,0.44363636363636366,0.79773256938349
177,score,0.6176432967185974,500,0.36363636363636365,0.79773256938349
178,score,-0.7103036046028137,424,0.22545454545454546,0.79773256938349
179,score,-0.13172470033168793,561,0.47454545454545455,0.79773256938349
180,score,-0.10630331933498383,807,0.9218181818181819,0.79773256938349
181,score,-0.25909847021102905,533,0.42363636363636364,0.79773256938349
182,score,-1.1945290565490723,544,0.44363636363636366,0.79773256938349
183,score,0.040673378854990005,473,0.3145454545454546,0.79773256938349
184,score,-1.0056699514389038,636,0.610909090909091,0.79773256938349
185,score,-0.8411993980407715,621,0.5836363636363636,0.79773256938349
186,score,-0.7063804864883423,821,0.9472727272727273,0.79773256938349
187,score,-0.14347700774669647,779,0.8709090909090909,0.79773256938349
188,score,0.3734763562679291,349,0.0890909090909091,0.79773256938349
189,score,-0.33624014258384705,838,0.9781818181818182,0.79773256938349
190,score,1.329222559928894,343,0.07818181818181819,0.79773256938349
191,score,-1.4501402378082275,719,0.7618181818181818,0.79773256938349
192,score,-0.12876904010772705,790,0.8909090909090909,0.79773256938349
193,score,-0.8950541019439697,527,0.4127272727272727,0.79773256938349
194,score,0.12726536393165588,369,0.12545454545454546,0.79773256938349
195,score,-1.0943742990493774,641,0.62,0.79773256938349
196,score,-0.94271320104599,550,0.45454545454545453,0.79773256938349
197,score,-1.0974993705749512,716,0.7563636363636363,0.79773256938349
198,score,-0.07259079813957214,363,0.11454545454545455,0.79773256938349
199,score,-0.9804046154022217,582,0.5127272727272727,0.79773256938349
200,score,-0.04431814327836037,797,0.9036363636363637,0.79773256938349
201,score,-0.015493003651499748,572,0.49454545454545457,0.79773256938349
202,score,-1.3842926025390625,582,0.5127272727272727,0.79773256938349
203,score,-0.668183445930481,796,0.9018181818181819,0.79773256938349
204,score,-0.8520709872245789,689,0.7072727272727273,0.79773256938349
205,score,0.8319090008735657,823,0.9509090909090909,0.79773256938349
206,score,-0.8146459460258484,834,0.9709090909090909,0.79773256938349
207,score,-0.9842604994773865,637,0.6127272727272727,0.79773256938349
208,score,-0.9027209877967834,744,0.8072727272727273,0.79773256938349
209,score,0.01182771660387516,406,0.19272727272727272,0.79773256938349
210,score,-1.3538357019424438,706,0.7381818181818182,0.79773256938349
211,score,2.0028939247131348,324,0.04363636363636364,0.79773256938349
212,score,-0.7716939449310303,810,0.9272727272727272,0.79773256938349
213,score,1.4230252504348755,341,0.07454545454545454,0.79773256938349
214,score,-1.5189461708068848,581,0.5109090909090909,0.79773256938349
215,score,2.248333215713501,320,0.03636363636363636,0.79773256938349
216,score,-0.07413516938686371,412,0.20363636363636364,0.79773256938349
217,score,-1.2219644784927368,661,0.6563636363636364,0.79773256938349
218,score,-0.08745481073856354,468,0.3054545454545455,0.79773256938349
219,score,-1.1008983850479126,850,1,0.79773256938349
220,score,-0.3991219699382782,555,0.4636363636363636,0.79773256938349
221,score,0.08765333890914917,359,0.10727272727272727,0.79773256938349
222,score,-0.21354325115680695,748,0.8145454545454546,0.79773256938349
223,score,-1.2224445343017578,828,0.96,0.79773256938349
224,score,-1.4109055995941162,705,0.7363636363636363,0.79773256938349
225,score,-0.9911060333251953,688,0.7054545454545454,0.79773256938349
226,score,-1.1797281503677368,727,0.7763636363636364,0.79773256938349
227,score,-0.5655950307846069,541,0.4381818181818182,0.79773256938349
228,score,-1.0437259674072266,743,0.8054545454545454,0.79773256938349
1,interest_rate,0.3599587082862854,9.25,0.17621776504298,0.7015026879513211
2,interest_rate,-1.0247045755386353,11.75,0.5343839541547278,0.7015026879513211
3,interest_rate,-0.7228516340255737,11.24,0.4613180515759313,0.7015026879513211
4,interest_rate,-0.42167696356773376,10.94,0.41833810888252143,0.7015026879513211
5,interest_rate,-0.22233615815639496,9.67,0.2363896848137536,0.7015026879513211
6,interest_rate,-0.46471095085144043,10.38,0.33810888252149013,0.7015026879513211
7,interest_rate,-0.443081796169281,10.17,0.3080229226361032,0.7015026879513211
8,interest_rate,2.107485055923462,14.6,0.9426934097421203,0.7015026879513211
9,interest_rate,-0.11752723157405853,9.96,0.2779369627507165,0.7015026879513211
10,interest_rate,-0.5773403644561768,12.26,0.6074498567335244,0.7015026879513211
11,interest_rate,-1.0804469585418701,12.16,0.5931232091690545,0.7015026879513211
12,interest_rate,0.5563896298408508,8.22,0.02865329512893998,0.7015026879513211
13,interest_rate,0.1983543336391449,9.25,0.17621776504298,0.7015026879513211
14,interest_rate,-1.3644201755523682,12.74,0.67621776504298,0.7015026879513211
15,interest_rate,-1.228614330291748,13.26,0.7507163323782234,0.7015026879513211
16,interest_rate,-0.9330889582633972,13.19,0.7406876790830945,0.7015026879513211
17,interest_rate,-0.5552921295166016,10.93,0.4169054441260745,0.7015026879513211
18,interest_rate,0.6360409259796143,9.04,0.14613180515759305,0.7015026879513211
19,interest_rate,-1.4316129684448242,13.03,0.7177650429799426,0.7015026879513211
20,interest_rate,-0.5600075721740723,11.34,0.47564469914040114,0.7015026879513211
21,interest_rate,-0.19602805376052856,10.67,0.37965616045845274,0.7015026879513211
22,interest_rate,-0.4025387167930603,10.59,0.36819484240687683,0.7015026879513211
23,interest_rate,0.6822067499160767,14.35,0.9068767908309455,0.7015026879513211
24,interest_rate,0.15219075977802277,9.14,0.16045845272206316,0.7015026879513211
25,interest_rate,-0.48993879556655884,10.61,0.37106017191977075,0.7015026879513211
26,interest_rate,-0.5299567580223083,11,0.4269340974212035,0.7015026879513211
27,interest_rate,-0.8236024379730225,13.57,0.7951289398280803,0.7015026879513211
28,interest_rate,-1.265134572982788,12,0.5702005730659027,0.7015026879513211
29,interest_rate,-1.1643850803375244,14.16,0.8796561604584527,0.7015026879513211
30,interest_rate,1.201098918914795,14.64,0.9484240687679084,0.7015026879513211
31,interest_rate,-1.2570748329162598,13.71,0.8151862464183383,0.7015026879513211
32,interest_rate,-0.66499924659729,12.28,0.6103151862464182,0.7015026879513211
33,interest_rate,-0.6198450326919556,11.91,0.5573065902578797,0.7015026879513211
34,interest_rate,-1.6763678789138794,13.41,0.7722063037249284,0.7015026879513211
35,interest_rate,-0.22200049459934235,10.11,0.29942693409742116,0.7015026879513211
36,interest_rate,0.9159697890281677,9.38,0.194842406876791,0.7015026879513211
37,interest_rate,-1.008986473083496,13.29,0.7550143266475644,0.7015026879513211
38,interest_rate,0.5091966390609741,8.22,0.02865329512893998,0.7015026879513211
39,interest_rate,1.2225736379623413,14.23,0.8896848137535818,0.7015026879513211
40,interest_rate,-0.9664393067359924,12.9,0.6991404011461319,0.7015026879513211
41,interest_rate,-0.786099910736084,13.74,0.8194842406876791,0.7015026879513211
42,interest_rate,0.7936491966247559,10.02,0.28653295128939826,0.7015026879513211
43,interest_rate,-0.3425069749355316,9.53,0.21633237822349566,0.7015026879513211
44,interest_rate,0.22326311469078064,10.46,0.3495702005730661,0.7015026879513211
45,interest_rate,0.3215688467025757,14.44,0.9197707736389684,0.7015026879513211
46,interest_rate,-0.5749750137329102,10.93,0.4169054441260745,0.7015026879513211
47,interest_rate,-0.43351566791534424,12.15,0.5916905444126075,0.7015026879513211
48,interest_rate,-0.7721086740493774,13.6,0.7994269340974212,0.7015026879513211
49,interest_rate,-1.1380155086517334,11.71,0.52865329512894,0.7015026879513211
50,interest_rate,0.4788222312927246,8.27,0.03581661891117478,0.7015026879513211
51,interest_rate,-0.6028587818145752,12.43,0.6318051575931232,0.7015026879513211
52,interest_rate,0.06675399839878082,9.36,0.19197707736389683,0.7015026879513211
53,interest_rate,-0.31995919346809387,9.45,0.20487106017191972,0.7015026879513211
54,interest_rate,-0.7239975333213806,14.05,0.863896848137536,0.7015026879513211
55,interest_rate,0.9422883987426758,14.87,0.981375358166189,0.7015026879513211
56,interest_rate,1.1079440116882324,8.54,0.07449856733524349,0.7015026879513211
57,interest_rate,-0.09848396480083466,9.67,0.2363896848137536,0.7015026879513211
58,interest_rate,0.867611289024353,8.57,0.07879656160458462,0.7015026879513211
59,interest_rate,0.6108543276786804,9.23,0.17335243553008609,0.7015026879513211
60,interest_rate,0.438033789396286,8.89,0.12464183381088839,0.7015026879513211
61,interest_rate,-0.299338698387146,11.75,0.5343839541547278,0.7015026879513211
62,interest_rate,-0.7239450216293335,11.09,0.43982808022922637,0.7015026879513211
63,interest_rate,0.6868506669998169,8.11,0.012893982808022902,0.7015026879513211
64,interest_rate,-0.9389523267745972,13.19,0.7406876790830945,0.7015026879513211
65,interest_rate,0.5934261679649353,8.61,0.08452722063037246,0.7015026879513211
66,interest_rate,-1.2558350563049316,12.89,0.6977077363896849,0.7015026879513211
67,interest_rate,0.47356322407722473,8.19,0.024355300859598843,0.7015026879513211
68,interest_rate,2.027829647064209,14.55,0.9355300859598855,0.7015026879513211
69,interest_rate,-0.6862380504608154,11.96,0.5644699140401148,0.7015026879513211
70,interest_rate,-0.28951823711395264,10.8,0.39828080229226376,0.7015026879513211
71,interest_rate,-0.3489769697189331,10.94,0.41833810888252143,0.7015026879513211
72,interest_rate,-1.047761082649231,13.54,0.7908309455587391,0.7015026879513211
73,interest_rate,0.6339781880378723,8.86,0.12034383954154725,0.7015026879513211
74,interest_rate,-0.24036183953285217,12.02,0.5730659025787965,0.7015026879513211
75,interest_rate,0.4939066469669342,8.1,0.011461318051575941,0.7015026879513211
76,interest_rate,-0.6483750939369202,12.57,0.6518624641833811,0.7015026879513211
77,interest_rate,-0.9641867876052856,13.72,0.8166189111747852,0.7015026879513211
78,interest_rate,-0.11914878338575363,12.52,0.6446991404011461,0.7015026879513211
79,interest_rate,-1.4925940036773682,12.95,0.7063037249283667,0.7015026879513211
80,interest_rate,-0.5388686656951904,12.23,0.6031518624641835,0.7015026879513211
81,interest_rate,0.7432546019554138,8.13,0.01575931232091708,0.7015026879513211
82,interest_rate,-1.1686370372772217,14.14,0.8767908309455589,0.7015026879513211
83,interest_rate,-0.5100780129432678,11.21,0.4570200573065904,0.7015026879513211
84,interest_rate,-0.38799208402633667,11.51,0.5,0.7015026879513211
85,interest_rate,-1.433098316192627,14.04,0.8624641833810887,0.7015026879513211
86,interest_rate,0.9058092832565308,9.13,0.1590257879656162,0.7015026879513211
87,interest_rate,-0.6690374612808228,11.96,0.5644699140401148,0.7015026879513211
88,interest_rate,-0.21287450194358826,9.92,0.2722063037249284,0.7015026879513211
89,interest_rate,-1.0620487928390503,11.21,0.4570200573065904,0.7015026879513211
90,interest_rate,-1.0268893241882324,13.54,0.7908309455587391,0.7015026879513211
91,interest_rate,0.09372098743915558,8.67,0.09312320916905449,0.7015026879513211
92,interest_rate,-0.48237231373786926,10.55,0.362464183381089,0.7015026879513211
93,interest_rate,-0.3859449028968811,9.7,0.2406876790830945,0.7015026879513211
94,interest_rate,0.22304347157478333,9.16,0.16332378223495708,0.7015026879513211
95,interest_rate,-0.8194050192832947,13.13,0.7320916905444127,0.7015026879513211
96,interest_rate,-0.050491783767938614,9.46,0.20630372492836693,0.7015026879513211
97,interest_rate,-1.3089776039123535,12.99,0.7120343839541547,0.7015026879513211
98,interest_rate,-1.164300799369812,13.06,0.7220630372492838,0.7015026879513211
99,interest_rate,0.4379183053970337,10.9,0.4126074498567336,0.7015026879513211
100,interest_rate,-0.3493445813655853,12.42,0.6303724928366762,0.7015026879513211
101,interest_rate,-0.646449089050293,11.67,0.5229226361031519,0.7015026879513211
102,interest_rate,-0.44903242588043213,11.48,0.49570200573065915,0.7015026879513211
103,interest_rate,-0.5344723463058472,12.37,0.6232091690544411,0.7015026879513211
104,interest_rate,0.12184076011180878,8.13,0.01575931232091708,0.7015026879513211
105,interest_rate,0.5290488600730896,8.6,0.0830945558739255,0.7015026879513211
106,interest_rate,-0.4682883024215698,9.95,0.2765042979942693,0.7015026879513211
107,interest_rate,0.5072753429412842,9.16,0.16332378223495708,0.7015026879513211
108,interest_rate,0.0626102089881897,9.89,0.2679083094555875,0.7015026879513211
109,interest_rate,1.7865262031555176,14.69,0.9555873925501432,0.7015026879513211
110,interest_rate,-0.31124380230903625,10.42,0.34383954154727797,0.7015026879513211
111,interest_rate,-0.5392237901687622,11.8,0.5415472779369629,0.7015026879513211
112,interest_rate,0.385007381439209,8.47,0.06446991404011476,0.7015026879513211
113,interest_rate,-1.2716341018676758,13.57,0.7951289398280803,0.7015026879513211
114,interest_rate,0.4086052477359772,8.86,0.12034383954154725,0.7015026879513211
115,interest_rate,1.195085883140564,14.17,0.8810888252148997,0.7015026879513211
116,interest_rate,-0.3718870282173157,10.51,0.35673352435530087,0.7015026879513211
117,interest_rate,-1.4264992475509644,12.89,0.6977077363896849,0.7015026879513211
118,interest_rate,-0.2572878301143646,9.55,0.21919770773638983,0.7015026879513211
119,interest_rate,-0.7230867147445679,11.42,0.4871060171919771,0.7015026879513211
120,interest_rate,-1.7149841785430908,12.94,0.7048710601719197,0.7015026879513211
121,interest_rate,-0.4162673354148865,10.14,0.3037249283667623,0.7015026879513211
122,interest_rate,0.9561126232147217,14.82,0.9742120343839542,0.7015026879513211
123,interest_rate,0.6958661675453186,8.78,0.10888252148997131,0.7015026879513211
124,interest_rate,-0.8161474466323853,12.49,0.6404011461318052,0.7015026879513211
125,interest_rate,-0.32661309838294983,12.68,0.667621776504298,0.7015026879513211
126,interest_rate,-0.855797290802002,13.54,0.7908309455587391,0.7015026879513211
127,interest_rate,1.0922644138336182,14.76,0.9656160458452722,0.7015026879513211
128,interest_rate,-1.4926340579986572,12.98,0.7106017191977079,0.7015026879513211
129,interest_rate,-1.1674059629440308,12.87,0.6948424068767908,0.7015026879513211
130,interest_rate,0.7479386925697327,14.22,0.8882521489971348,0.7015026879513211
131,interest_rate,0.17007826268672943,9.28,0.18051575931232086,0.7015026879513211
132,interest_rate,0.4931139051914215,8.2,0.025787965616045804,0.7015026879513211
133,interest_rate,-0.08009904623031616,9.77,0.2507163323782235,0.7015026879513211
134,interest_rate,-0.9787930846214294,13.67,0.8094555873925502,0.7015026879513211
135,interest_rate,-0.37122902274131775,9.89,0.2679083094555875,0.7015026879513211
136,interest_rate,0.08648830652236938,9.32,0.18624641833810898,0.7015026879513211
137,interest_rate,0.7709757089614868,8.49,0.06733524355300868,0.7015026879513211
138,interest_rate,0.30802828073501587,8.14,0.01719197707736404,0.7015026879513211
139,interest_rate,-0.09692777693271637,9.48,0.20916905444126085,0.7015026879513211
140,interest_rate,-0.1040763109922409,9.79,0.2535816618911174,0.7015026879513211
141,interest_rate,0.7016106843948364,14.88,0.9828080229226362,0.7015026879513211
142,interest_rate,0.34260159730911255,9.21,0.17048710601719216,0.7015026879513211
143,interest_rate,-0.9898908138275146,11.53,0.5028653295128939,0.7015026879513211
144,interest_rate,-1.3304128646850586,12.74,0.67621776504298,0.7015026879513211
145,interest_rate,-1.7390190362930298,12.91,0.7005730659025788,0.7015026879513211
146,interest_rate,-0.36995601654052734,11.82,0.5444126074498568,0.7015026879513211
147,interest_rate,-1.1383029222488403,13.02,0.7163323782234956,0.7015026879513211
148,interest_rate,0.46624740958213806,9.19,0.16762177650429796,0.7015026879513211
149,interest_rate,-1.2364568710327148,12.84,0.6905444126074498,0.7015026879513211
150,interest_rate,-0.2852689325809479,11.29,0.4684813753581661,0.7015026879513211
151,interest_rate,-0.6866040229797363,11.25,0.46275071633237824,0.7015026879513211
152,interest_rate,0.4514596462249756,9.17,0.16475644699140404,0.7015026879513211
153,interest_rate,-0.6334160566329956,11.07,0.43696275071633245,0.7015026879513211
154,interest_rate,-0.5111580491065979,10.22,0.31518624641833826,0.7015026879513211
155,interest_rate,0.398946076631546,8.29,0.038681948424068704,0.7015026879513211
156,interest_rate,1.7593470811843872,15,1,0.7015026879513211
157,interest_rate,-0.25421491265296936,10.07,0.2936962750716333,0.7015026879513211
158,interest_rate,-1.7465627193450928,12.81,0.686246418338109,0.7015026879513211
159,interest_rate,-0.5567158460617065,10.67,0.37965616045845274,0.7015026879513211
160,interest_rate,-1.1387877464294434,13.39,0.7693409742120345,0.7015026879513211
161,interest_rate,-0.24782973527908325,9.48,0.20916905444126085,0.7015026879513211
162,interest_rate,-0.4316180944442749,10.95,0.4197707736389684,0.7015026879513211
163,interest_rate,0.078916534781456,8.64,0.08882521489971361,0.7015026879513211
164,interest_rate,-1.4370715618133545,13.88,0.8395415472779371,0.7015026879513211
165,interest_rate,-0.25313305854797363,12.54,0.64756446991404,0.7015026879513211
166,interest_rate,0.6186071038246155,14.38,0.9111747851002866,0.7015026879513211
167,interest_rate,-1.4059044122695923,12.85,0.6919770773638968,0.7015026879513211
168,interest_rate,-1.534233808517456,12.86,0.6934097421203438,0.7015026879513211
169,interest_rate,0.2643625736236572,14.3,0.8997134670487107,0.7015026879513211
