response_id,campaign_id,customer_id,response_date,responded
175,1,175,2024-08-28,True
176,1,176,2024-09-21,False
177,1,177,2024-09-15,False
178,1,178,2024-09-17,False
179,1,179,2024-09-04,False
180,1,180,2024-09-01,True
181,1,181,2024-09-19,False
182,1,182,2024-09-21,True
183,1,183,2024-09-12,True
184,1,184,2024-08-29,False
185,1,185,2024-09-13,True
186,1,186,2024-09-29,False
187,1,187,2024-09-16,False
188,1,188,2024-09-04,False
189,1,189,2024-09-01,False
190,1,190,2024-09-02,True
191,1,191,2024-09-02,True
192,1,192,2024-09-29,True
193,1,193,2024-09-24,True
194,1,194,2024-09-20,True
195,1,195,2024-09-20,True
196,1,196,2024-09-21,True
197,1,197,2024-09-01,False
198,1,198,2024-09-05,True
199,1,199,2024-09-13,False
200,1,200,2024-09-13,False
201,1,201,2024-09-27,False
202,1,202,2024-09-17,False
203,1,203,2024-08-25,True
204,1,204,2024-08-24,False
205,1,205,2024-09-14,False
206,1,206,2024-08-27,False
207,1,207,2024-08-29,False
208,1,208,2024-08-31,True
209,1,209,2024-09-24,True
210,1,210,2024-08-27,True
211,1,211,2024-09-16,False
212,1,212,2024-08-28,False
213,1,213,2024-09-19,False
214,1,214,2024-09-29,False
215,1,215,2024-08-28,True
216,1,216,2024-09-02,True
217,1,217,2024-09-10,False
218,1,218,2024-08-22,True
219,1,219,2024-08-24,False
220,1,220,2024-09-15,True
221,1,221,2024-09-01,True
222,1,222,2024-09-01,False
223,1,223,2024-09-04,True
224,1,224,2024-08-23,True
225,1,225,2024-09-10,False
226,1,226,2024-08-31,True
227,1,227,2024-09-12,True
228,1,228,2024-09-17,False
229,1,229,2024-09-19,False
230,1,230,2024-09-09,False
231,1,231,2024-09-26,False
232,1,232,2024-08-21,False
233,1,233,2024-09-21,False
234,1,234,2024-09-15,True
235,1,235,2024-09-01,True
236,1,236,2024-08-23,True
237,1,237,2024-09-20,False
238,1,238,2024-09-06,False
239,1,239,2024-08-25,False
240,1,240,2024-08-26,True
241,1,241,2024-09-14,False
242,1,242,2024-09-28,False
243,1,243,2024-08-28,False
244,1,244,2024-08-31,True
245,1,245,2024-09-26,True
246,1,246,2024-09-10,True
247,1,247,2024-09-24,True
248,1,248,2024-09-24,True
249,1,249,2024-09-20,False
250,1,250,2024-09-09,False
251,1,251,2024-09-05,True
252,1,252,2024-09-17,True
253,1,253,2024-09-23,True
254,1,254,2024-09-18,False
255,1,255,2024-08-26,True
256,1,256,2024-09-13,True
257,1,257,2024-08-24,True
258,1,258,2024-09-02,False
259,1,259,2024-09-05,True
260,1,260,2024-09-05,True
261,1,261,2024-09-20,False
262,1,262,2024-08-28,False
263,1,263,2024-09-18,True
264,1,264,2024-09-12,False
265,1,265,2024-09-25,True
266,1,266,2024-08-30,False
267,1,267,2024-08-28,False
268,1,268,2024-09-17,False
269,1,269,2024-08-28,True
270,1,270,2024-09-25,True
271,1,271,2024-08-26,True
272,1,272,2024-09-23,True
273,1,273,2024-09-22,False
274,1,274,2024-09-05,True
275,1,275,2024-09-23,True
276,1,276,2024-09-09,False
277,1,277,2024-09-27,True
278,1,278,2024-09-01,False
279,1,279,2024-09-19,False
280,1,280,2024-08-21,True
281,1,281,2024-09-22,True
282,1,282,2024-09-11,True
283,1,283,2024-09-06,False
284,1,284,2024-09-11,True
285,1,285,2024-08-22,True
286,1,286,2024-09-03,False
287,1,287,2024-08-23,False
288,1,288,2024-08-27,False
289,1,289,2024-08-31,True
290,1,290,2024-09-05,False
291,1,291,2024-09-05,True
292,1,292,2024-09-13,False
293,1,293,2024-09-22,False
294,1,294,2024-09-29,False
295,1,295,2024-09-08,False
296,1,296,2024-08-21,False
297,1,297,2024-09-12,False
298,1,298,2024-08-30,False
299,1,299,2024-09-27,True
300,1,300,2024-08-31,True
301,1,301,2024-08-26,False
302,1,302,2024-09-20,True
303,1,303,2024-09-08,False
304,1,304,2024-09-25,False
305,1,305,2024-09-14,False
306,1,306,2024-09-14,True
307,1,307,2024-08-28,False
308,1,308,2024-08-28,False
309,1,309,2024-09-01,False
310,1,310,2024-09-27,False
311,1,311,2024-09-05,False
312,1,312,2024-09-22,False
313,1,313,2024-09-26,True
314,1,314,2024-09-27,True
315,1,315,2024-09-24,True
316,1,316,2024-09-27,True
317,1,317,2024-08-28,False
318,1,318,2024-09-07,True
319,1,319,2024-09-12,True
320,1,320,2024-09-17,True
321,1,321,2024-09-01,True
322,1,322,2024-09-02,False
323,1,323,2024-09-09,False
324,1,324,2024-09-02,False
325,1,325,2024-09-11,False
326,1,326,2024-09-05,True
327,1,327,2024-09-13,False
328,1,328,2024-08-22,False
329,1,329,2024-09-19,False
330,1,330,2024-09-13,False
331,1,331,2024-08-23,True
332,1,332,2024-09-21,True
333,1,333,2024-08-30,False
334,1,334,2024-09-16,True
335,1,335,2024-09-26,False
336,1,336,2024-08-21,False
337,1,337,2024-09-07,False
338,1,338,2024-09-24,True
339,1,339,2024-09-24,True
340,1,340,2024-09-25,True
341,1,341,2024-09-11,True
342,1,342,2024-09-16,True
343,1,343,2024-09-29,False
344,1,344,2024-08-26,False
345,1,345,2024-09-11,False
346,1,346,2024-08-31,False
347,1,347,2024-09-08,False
348,1,348,2024-09-18,False
349,1,349,2024-09-29,False
350,1,350,2024-08-21,False
351,1,351,2024-08-24,False
352,1,352,2024-09-06,False
353,1,353,2024-09-26,False
354,1,354,2024-08-25,True
355,1,355,2024-09-18,True
356,1,356,2024-09-28,False
357,1,357,2024-09-17,False
358,1,358,2024-09-25,False
359,1,359,2024-08-24,True
360,1,360,2024-09-25,False
361,1,361,2024-08-28,False
362,1,362,2024-08-21,True
363,1,363,2024-09-10,True
364,1,364,2024-09-03,False
365,1,365,2024-08-28,False
366,1,366,2024-09-22,True
367,1,367,2024-09-16,True
368,1,368,2024-09-20,True
369,1,369,2024-09-08,False
370,1,370,2024-08-23,False
371,1,371,2024-08-27,False
372,1,372,2024-09-22,False
373,1,373,2024-09-12,False
374,1,374,2024-09-20,False
375,1,375,2024-09-02,True
376,1,376,2024-09-10,True
377,1,377,2024-09-07,False
378,1,378,2024-09-22,False
379,1,379,2024-09-15,True
380,1,380,2024-09-28,True
381,1,381,2024-09-18,True
382,1,382,2024-08-25,True
383,1,383,2024-09-14,False
384,1,384,2024-09-06,False
385,1,385,2024-09-02,True
386,1,386,2024-09-18,True
387,1,387,2024-08-30,False
388,1,388,2024-08-24,True
389,1,389,2024-09-23,True
390,1,390,2024-09-22,False
391,1,391,2024-08-28,False
392,1,392,2024-09-05,True
393,1,393,2024-09-04,True
394,1,394,2024-09-16,True
395,1,395,2024-08-26,True
396,1,396,2024-09-27,False
397,1,397,2024-09-16,True
398,1,398,2024-08-21,False
399,1,399,2024-09-09,False
400,1,400,2024-09-24,True
401,1,401,2024-08-27,True
402,1,402,2024-08-27,False
403,1,403,2024-09-19,False
404,1,404,2024-09-01,True
405,1,405,2024-09-18,True
406,1,406,2024-09-05,True
407,1,407,2024-09-09,False
408,1,408,2024-09-17,False
409,1,409,2024-09-28,False
410,1,410,2024-08-27,False
411,1,411,2024-09-16,True
412,1,412,2024-09-29,False
413,1,413,2024-09-06,True
414,1,414,2024-09-23,False
415,1,415,2024-09-02,True
416,1,416,2024-08-28,True
417,1,417,2024-09-05,False
418,1,418,2024-09-25,False
419,1,419,2024-09-27,False
420,1,420,2024-09-10,False
421,1,421,2024-08-31,True
422,1,422,2024-08-30,True
423,1,423,2024-09-17,False
424,1,424,2024-09-20,True
425,1,425,2024-09-09,False
426,1,426,2024-09-26,False
427,1,427,2024-09-06,False
428,1,428,2024-08-28,False
429,1,429,2024-09-28,True
430,1,430,2024-09-29,False
431,1,431,2024-09-09,False
432,1,432,2024-09-01,True
433,1,433,2024-09-08,False
434,1,434,2024-09-12,True
435,1,435,2024-09-28,False
436,1,436,2024-09-18,False
437,1,437,2024-09-03,True
438,1,438,2024-09-16,False
439,1,439,2024-09-28,False
440,1,440,2024-08-31,True
441,1,441,2024-08-25,True
442,1,442,2024-09-15,False
443,1,443,2024-08-22,True
444,1,444,2024-08-26,False
445,1,445,2024-09-09,True
446,1,446,2024-09-22,False
447,1,447,2024-08-29,False
448,1,448,2024-09-21,False
449,1,449,2024-08-30,True
450,1,450,2024-08-28,True
451,1,451,2024-09-14,True
452,1,452,2024-09-25,True
453,1,453,2024-09-19,False
454,1,454,2024-09-11,True
455,1,455,2024-09-23,False
456,1,456,2024-09-17,False
457,1,457,2024-09-29,False
458,1,458,2024-09-14,True
459,1,459,2024-09-03,False
460,1,460,2024-09-22,False
461,1,461,2024-09-19,True
462,1,462,2024-09-06,False
463,1,463,2024-09-14,False
464,1,464,2024-09-11,False
465,1,465,2024-08-22,True
466,1,466,2024-09-11,False
467,1,467,2024-09-19,True
468,1,468,2024-09-11,True
469,1,469,2024-09-29,True
470,1,470,2024-09-22,False
471,1,471,2024-09-04,False
472,1,472,2024-08-21,False
473,1,473,2024-09-04,False
474,1,474,2024-08-22,True
475,1,475,2024-09-11,False
476,1,476,2024-09-01,False
477,1,477,2024-08-28,True
478,1,478,2024-09-26,False
479,1,479,2024-08-21,False
480,1,480,2024-09-04,True
481,1,481,2024-09-14,False
482,1,482,2024-09-21,True
483,1,483,2024-09-03,True
484,1,484,2024-09-06,True
485,1,485,2024-09-29,False
486,1,486,2024-09-28,True
487,1,487,2024-09-08,False
488,1,488,2024-09-15,False
489,1,489,2024-08-24,False
490,1,490,2024-09-10,False
491,1,491,2024-09-17,True
492,1,492,2024-09-05,True
493,1,493,2024-08-26,False
494,1,494,2024-08-23,True
495,1,495,2024-09-03,True
496,1,496,2024-09-09,False
497,1,497,2024-09-02,False
498,1,498,2024-09-02,True
499,1,499,2024-08-28,True
500,1,500,2024-09-21,False
501,1,501,2024-09-02,True
502,1,502,2024-09-07,False
503,1,503,2024-09-19,False
504,1,504,2024-08-28,False
505,1,505,2024-09-24,True
506,1,506,2024-08-26,True
507,1,507,2024-09-03,True
508,1,508,2024-09-03,True
509,1,509,2024-09-24,False
510,1,510,2024-09-03,True
511,1,511,2024-09-10,False
512,1,512,2024-09-21,True
513,1,513,2024-08-31,False
514,1,514,2024-09-19,True
515,1,515,2024-09-21,False
516,1,516,2024-09-03,True
517,1,517,2024-09-16,True
518,1,518,2024-08-27,False
519,1,519,2024-09-23,False
520,1,520,2024-09-10,False
521,1,521,2024-08-31,True
522,1,522,2024-09-23,True
523,1,523,2024-08-26,True
524,1,524,2024-09-07,True
525,1,525,2024-09-07,True
526,1,526,2024-09-03,True
527,1,527,2024-08-28,True
528,1,528,2024-09-19,False
529,1,529,2024-09-18,True
530,1,530,2024-09-20,False
531,1,531,2024-09-21,True
532,1,532,2024-09-22,False
533,1,533,2024-09-14,True
534,1,534,2024-09-02,False
535,1,535,2024-09-12,True
536,1,536,2024-08-27,False
537,1,537,2024-09-14,False
538,1,538,2024-09-03,True
539,1,539,2024-08-31,False
540,1,540,2024-09-23,True
541,1,541,2024-09-08,False
542,1,542,2024-09-26,False
543,1,543,2024-09-26,True
544,1,544,2024-08-29,False
545,1,545,2024-08-27,True
546,1,546,2024-08-24,False
547,1,547,2024-08-22,True
548,1,548,2024-09-12,False
549,1,549,2024-09-23,False
550,1,550,2024-09-04,True
551,1,551,2024-08-23,False
552,1,552,2024-09-21,False
553,1,553,2024-09-05,False
554,1,554,2024-08-21,False
555,1,555,2024-09-05,True
556,1,556,2024-09-01,True
557,1,557,2024-08-25,False
558,1,558,2024-09-07,True
559,1,559,2024-09-13,True
560,1,560,2024-09-16,True
561,1,561,2024-09-18,True
562,1,562,2024-08-21,True
563,1,563,2024-09-04,False
564,1,564,2024-09-27,False
565,1,565,2024-08-23,False
566,1,566,2024-08-26,True
567,1,567,2024-08-21,True
568,1,568,2024-09-04,True
569,1,569,2024-09-15,True
570,1,570,2024-09-05,False
571,1,571,2024-08-24,True
572,1,572,2024-08-27,True
573,1,573,2024-09-12,False
574,1,574,2024-09-15,True
575,1,575,2024-08-28,True
576,1,576,2024-09-03,True
577,1,577,2024-09-23,False
578,1,578,2024-09-17,True
579,1,579,2024-09-12,True
580,1,580,2024-08-28,True
581,1,581,2024-09-11,False
582,1,582,2024-09-08,True
583,1,583,2024-09-05,True
584,1,584,2024-08-30,True
585,1,585,2024-09-09,False
586,1,586,2024-08-23,False
587,1,587,2024-09-29,False
588,1,588,2024-09-23,False
589,1,589,2024-09-24,False
590,1,590,2024-09-08,False
591,1,591,2024-09-16,False
592,1,592,2024-09-21,True
593,1,593,2024-09-12,True
594,1,594,2024-09-16,False
595,1,595,2024-09-02,True
596,1,596,2024-09-23,False
597,1,597,2024-09-17,True
598,1,598,2024-09-24,False
599,1,599,2024-09-23,False
600,1,600,2024-09-26,True
601,1,601,2024-08-25,False
602,1,602,2024-09-08,True
603,1,603,2024-09-23,False
604,1,604,2024-09-21,False
605,1,605,2024-09-10,False
606,1,606,2024-08-28,True
607,1,607,2024-09-18,False
608,1,608,2024-09-23,True
609,1,609,2024-08-23,True
610,1,610,2024-09-10,False
611,1,611,2024-08-24,True
612,1,612,2024-09-06,True
613,1,613,2024-09-17,True
614,1,614,2024-09-26,True
615,1,615,2024-09-22,False
616,1,616,2024-09-15,True
617,1,617,2024-09-24,False
618,1,618,2024-09-01,False
619,1,619,2024-09-14,False
620,1,620,2024-09-03,False
621,1,621,2024-09-22,False
622,1,622,2024-08-21,True
623,1,623,2024-09-13,True
624,1,624,2024-09-02,False
625,1,625,2024-08-23,True
626,1,626,2024-09-23,True
627,1,627,2024-09-03,True
628,1,628,2024-08-26,False
629,1,629,2024-09-24,True
630,1,630,2024-09-24,True
631,1,631,2024-09-14,False
632,1,632,2024-09-18,False
633,1,633,2024-09-16,False
634,1,634,2024-09-20,False
635,1,635,2024-09-08,False
636,1,636,2024-09-21,True
637,1,637,2024-09-20,True
638,1,638,2024-08-26,False
639,1,639,2024-09-08,False
640,1,640,2024-09-01,True
641,1,641,2024-09-29,False
642,1,642,2024-09-05,True
643,1,643,2024-09-04,False
644,1,644,2024-09-27,True
645,1,645,2024-09-22,True
646,1,646,2024-09-06,True
647,1,647,2024-09-18,False
648,1,648,2024-09-18,False
649,1,649,2024-08-29,True
650,1,650,2024-09-06,False
651,1,651,2024-09-08,False
652,1,652,2024-08-29,True
653,1,653,2024-09-18,True
654,1,654,2024-08-28,True
655,1,655,2024-09-18,True
656,1,656,2024-09-18,True
657,1,657,2024-09-09,True
658,1,658,2024-09-14,True
659,1,659,2024-08-23,True
660,1,660,2024-09-11,True
661,1,661,2024-09-17,True
662,1,662,2024-09-01,True
663,1,663,2024-09-19,True
664,1,664,2024-09-22,True
665,1,665,2024-09-19,False
666,1,666,2024-09-25,False
667,1,667,2024-09-08,False
668,1,668,2024-09-25,False
669,1,669,2024-09-25,True
670,1,670,2024-09-05,False
671,1,671,2024-09-27,True
672,1,672,2024-09-03,True
673,1,673,2024-09-18,True
674,1,674,2024-09-25,False
675,1,675,2024-09-28,True
676,1,676,2024-09-03,False
677,1,677,2024-09-01,False
678,1,678,2024-09-27,False
679,1,679,2024-08-28,False
680,1,680,2024-08-27,False
681,1,681,2024-09-16,True
682,1,682,2024-09-09,True
683,1,683,2024-09-12,False
684,1,684,2024-09-04,True
685,1,685,2024-09-26,False
686,1,686,2024-08-28,False
687,1,687,2024-09-15,True
688,1,688,2024-08-23,True
689,1,689,2024-09-09,False
690,1,690,2024-09-04,True
691,1,691,2024-09-19,False
692,1,692,2024-09-25,False
693,1,693,2024-09-04,True
694,1,694,2024-09-08,False
695,1,695,2024-09-07,False
696,1,696,2024-08-23,True
697,1,697,2024-08-22,True
698,1,698,2024-09-22,True
699,1,699,2024-09-04,False
700,1,700,2024-09-28,True
701,1,701,2024-09-05,False
702,1,702,2024-09-12,False
703,1,703,2024-09-24,False
704,1,704,2024-09-18,True
705,1,705,2024-09-27,False
706,1,706,2024-09-19,True
707,1,707,2024-09-09,True
708,1,708,2024-09-28,False
709,1,709,2024-08-26,True
710,1,710,2024-08-22,True
711,1,711,2024-09-01,True
712,1,712,2024-09-27,False
713,1,713,2024-09-20,True
714,1,714,2024-09-13,True
715,1,715,2024-08-26,True
716,1,716,2024-08-22,False
717,1,717,2024-08-27,True
718,1,718,2024-08-22,False
719,1,719,2024-09-09,False
720,1,720,2024-09-29,True
721,1,721,2024-09-27,False
722,1,722,2024-09-29,True
723,1,723,2024-09-21,False
724,1,724,2024-08-28,False
725,1,725,2024-08-22,False
726,1,726,2024-09-10,False
727,1,727,2024-09-01,True
728,1,728,2024-09-24,False
729,1,729,2024-09-05,True
730,1,730,2024-09-08,False
731,1,731,2024-09-08,True
732,1,732,2024-09-13,True
733,1,733,2024-09-25,True
734,1,734,2024-09-04,False
735,1,735,2024-09-13,True
736,1,736,2024-09-27,True
737,1,737,2024-09-25,True
738,1,738,2024-09-05,False
739,1,739,2024-09-27,False
740,1,740,2024-09-03,True
741,1,741,2024-09-05,True
742,1,742,2024-09-20,False
743,1,743,2024-09-02,False
744,1,744,2024-09-17,False
745,1,745,2024-09-09,True
746,1,746,2024-09-18,False
747,1,747,2024-09-13,False
748,1,748,2024-09-12,True
749,1,749,2024-08-22,False
750,1,750,2024-08-27,True
751,1,751,2024-08-25,True
752,1,752,2024-08-25,True
753,1,753,2024-09-02,True
754,1,754,2024-08-25,True
755,1,755,2024-09-18,True
756,1,756,2024-09-07,True
757,1,757,2024-08-28,True
758,1,758,2024-09-11,True
759,1,759,2024-09-14,True
760,1,760,2024-09-15,True
761,1,761,2024-09-20,True
762,1,762,2024-09-20,True
763,1,763,2024-09-08,True
764,1,764,2024-09-13,False
765,1,765,2024-08-26,True
766,1,766,2024-08-28,False
767,1,767,2024-09-03,False
768,1,768,2024-08-24,True
769,1,769,2024-09-14,True
770,1,770,2024-09-03,False
771,1,771,2024-09-08,False
772,1,772,2024-09-12,False
773,1,773,2024-09-16,True
774,1,774,2024-09-16,False
775,1,775,2024-08-27,True
776,1,776,2024-09-24,True
777,1,777,2024-09-25,True
778,1,778,2024-09-22,True
779,1,779,2024-09-18,False
780,1,780,2024-09-06,True
781,1,781,2024-09-09,False
782,1,782,2024-08-28,False
783,1,783,2024-08-30,True
784,1,784,2024-09-04,False
785,1,785,2024-09-01,True
786,1,786,2024-09-16,True
787,1,787,2024-08-31,False
788,1,788,2024-09-22,True
789,1,789,2024-09-18,True
790,1,790,2024-08-22,True
791,1,791,2024-09-25,True
792,1,792,2024-09-01,True
793,1,793,2024-09-08,False
794,1,794,2024-09-05,False
795,1,795,2024-09-27,True
796,1,796,2024-09-07,False
797,1,797,2024-09-04,False
798,1,798,2024-09-20,False
799,1,799,2024-08-28,True
800,1,800,2024-09-09,True
801,1,801,2024-09-07,False
802,1,802,2024-09-28,False
803,1,803,2024-09-27,True
804,1,804,2024-09-22,False
805,1,805,2024-09-06,False
806,1,806,2024-09-16,False
807,1,807,2024-09-21,False
808,1,808,2024-09-05,False
809,1,809,2024-09-28,True
810,1,810,2024-09-23,True
811,1,811,2024-09-04,False
812,1,812,2024-09-27,False
813,1,813,2024-09-03,True
814,1,814,2024-09-13,False
815,1,815,2024-08-28,True
816,1,816,2024-09-10,True
817,1,817,2024-08-27,True
818,1,818,2024-08-31,True
819,1,819,2024-09-14,False
820,1,820,2024-08-29,True
821,1,821,2024-09-15,True
822,1,822,2024-08-30,True
823,1,823,2024-09-29,True
824,1,824,2024-08-25,False
825,1,825,2024-09-25,True
826,1,826,2024-09-16,True
827,1,827,2024-08-29,False
828,1,828,2024-08-22,False
829,1,829,2024-09-06,False
830,1,830,2024-09-18,False
831,1,831,2024-09-16,True
832,1,832,2024-09-21,True
833,1,833,2024-09-12,True
834,1,834,2024-09-23,False
835,1,835,2024-09-03,True
836,1,836,2024-09-08,True
837,1,837,2024-09-24,True
838,1,838,2024-09-18,False
839,1,839,2024-09-18,True
840,1,840,2024-08-23,True
841,1,841,2024-09-08,True
842,1,842,2024-09-14,False
843,1,843,2024-08-24,False
844,1,844,2024-09-09,True
845,1,845,2024-09-11,True
846,1,846,2024-08-21,True
847,1,847,2024-09-24,True
848,1,848,2024-09-26,True
849,1,849,2024-08-27,True
850,1,850,2024-09-13,False
851,1,851,2024-09-14,False
852,1,852,2024-09-19,False
853,1,853,2024-09-25,True
854,1,854,2024-09-17,True
855,1,855,2024-08-26,True
856,1,856,2024-09-28,False
857,1,857,2024-08-29,False
858,1,858,2024-09-24,False
859,1,859,2024-09-20,False
860,1,860,2024-08-28,True
861,1,861,2024-09-05,True
862,1,862,2024-08-29,True
863,1,863,2024-09-21,True
864,1,864,2024-09-17,False
865,1,865,2024-09-12,False
866,1,866,2024-09-21,True
867,1,867,2024-09-25,False
868,1,868,2024-09-07,False
869,1,869,2024-09-02,False
870,1,870,2024-08-27,True
871,1,871,2024-09-02,True
872,1,872,2024-08-26,False
873,1,873,2024-09-26,True
874,1,874,2024-09-02,False
875,1,875,2024-08-28,False
876,1,876,2024-09-06,False
877,1,877,2024-09-13,False
878,1,878,2024-09-19,True
879,1,879,2024-08-21,True
880,1,880,2024-08-21,True
881,1,881,2024-09-02,True
882,1,882,2024-09-07,False
883,1,883,2024-09-26,True
884,1,884,2024-09-14,True
885,1,885,2024-09-18,True
886,1,886,2024-09-24,True
887,1,887,2024-09-25,True
888,1,888,2024-09-19,False
889,1,889,2024-09-15,True
890,1,890,2024-09-07,True
891,1,891,2024-08-22,True
892,1,892,2024-09-12,False
893,1,893,2024-09-13,False
894,1,894,2024-08-21,False
895,1,895,2024-09-18,False
896,1,896,2024-09-15,False
897,1,897,2024-09-10,True
898,1,898,2024-09-28,False
899,1,899,2024-09-27,True
900,1,900,2024-09-06,False
901,1,901,2024-09-26,True
902,1,902,2024-09-05,True
903,1,903,2024-09-13,False
904,1,904,2024-08-27,True
905,1,905,2024-08-26,True
906,1,906,2024-08-28,True
907,1,907,2024-09-10,True
908,1,908,2024-09-20,False
909,1,909,2024-08-22,False
910,1,910,2024-08-27,False
911,1,911,2024-09-29,False
912,1,912,2024-09-26,False
913,1,913,2024-08-29,False
914,1,914,2024-09-26,True
915,1,915,2024-08-28,True
916,1,916,2024-09-16,True
917,1,917,2024-08-26,False
918,1,918,2024-09-06,False
919,1,919,2024-09-17,True
920,1,920,2024-09-25,True
921,1,921,2024-09-04,True
922,1,922,2024-09-16,True
923,1,923,2024-09-20,False
924,1,924,2024-09-10,False
925,1,925,2024-09-13,True
926,1,926,2024-09-22,True
927,1,927,2024-09-28,False
928,1,928,2024-08-26,True
929,1,929,2024-09-11,False
930,1,930,2024-08-31,False
