fraud_id,transaction_id,fraud_date,is_fraud
83,83,2025-02-17,False
84,84,2025-03-22,False
85,85,2025-02-11,False
86,86,2025-02-13,True
87,87,2025-03-17,True
88,88,2024-11-25,False
89,89,2025-01-29,True
90,90,2025-03-21,True
91,91,2025-03-16,False
92,92,2025-03-10,True
93,93,2025-01-23,False
94,94,2025-02-15,True
95,95,2025-02-15,True
96,96,2025-02-21,False
97,97,2024-08-26,False
98,98,2025-03-21,True
99,99,2025-03-25,True
100,100,2025-01-10,True
101,101,2025-03-05,True
102,102,2024-12-13,True
103,103,2025-02-19,True
104,104,2025-01-28,True
105,105,2025-02-26,True
106,106,2025-02-17,False
107,107,2025-02-08,True
108,108,2024-10-25,False
109,109,2024-06-30,False
110,110,2025-04-07,True
111,111,2024-08-14,False
112,112,2025-02-19,True
113,113,2024-09-19,False
114,114,2025-04-05,False
115,115,2025-04-02,False
116,116,2025-04-10,False
117,117,2024-12-09,False
118,118,2025-03-20,False
119,119,2025-03-12,True
120,120,2025-04-05,False
121,121,2025-03-26,True
122,122,2025-02-04,False
123,123,2025-02-08,True
124,124,2025-02-12,False
125,125,2025-03-17,True
126,126,2025-03-25,True
127,127,2025-03-12,True
128,128,2025-04-10,True
129,129,2025-03-05,False
130,130,2025-02-13,False
131,131,2025-04-10,True
132,132,2025-02-12,False
133,133,2025-04-08,False
134,134,2025-03-18,False
135,135,2025-04-07,False
136,136,2025-03-08,False
137,137,2025-04-03,False
138,138,2025-02-10,False
139,139,2025-04-08,False
140,140,2025-04-10,True
141,141,2025-04-10,False
142,142,2025-02-11,True
143,143,2025-03-27,False
144,144,2025-03-23,False
145,145,2025-03-20,False
146,146,2025-03-30,True
147,147,2025-04-11,True
148,148,2025-03-31,True
149,149,2025-04-06,True
150,150,2025-04-10,True
151,151,2025-04-10,True
152,152,2025-02-21,True
153,153,2025-04-01,True
154,154,2023-11-21,True
155,155,2025-04-06,False
156,156,2024-08-26,True
157,157,2025-02-13,True
158,158,2024-08-28,True
159,159,2024-11-20,False
160,160,2024-09-03,False
161,161,2023-10-04,True
162,162,2023-09-16,False
163,163,2023-09-27,False
164,164,2024-05-31,False
165,165,2025-04-03,True
166,166,2024-07-17,True
167,167,2025-03-08,False
168,168,2024-11-02,False
169,169,2023-12-09,False
170,170,2024-04-28,True
171,171,2025-02-17,False
172,172,2024-08-08,False
173,173,2024-06-17,True
174,174,2024-05-09,False
175,175,2025-01-22,True
176,176,2025-01-21,False
177,177,2025-01-18,True
178,178,2025-03-20,True
179,179,2024-07-23,True
180,180,2025-02-06,True
181,181,2024-11-09,False
182,182,2025-04-07,False
183,183,2024-12-11,False
184,184,2025-02-27,False
185,185,2025-01-06,False
186,186,2023-12-17,True
187,187,2025-02-01,True
188,188,2023-12-09,False
189,189,2024-12-08,False
190,190,2024-09-22,True
191,191,2025-04-10,False
192,192,2023-05-30,True
193,193,2024-05-10,True
194,194,2024-05-27,True
195,195,2022-04-14,True
196,196,2023-12-03,False
197,197,2021-12-10,True
198,198,2023-01-19,True
199,199,2025-01-22,False
200,200,2024-07-18,True
201,201,2023-09-05,True
202,202,2024-12-14,False
203,203,2025-02-22,True
204,204,2020-12-20,True
205,205,2023-06-11,True
206,206,2025-01-30,False
207,207,2023-05-07,True
208,208,2024-06-01,True
209,209,2025-02-20,False
210,210,2023-04-28,False
211,211,2024-09-27,False
212,212,2024-08-17,True
213,213,2025-02-22,False
214,214,2025-02-15,False
215,215,2025-01-21,False
216,216,2025-04-10,False
217,217,2025-03-21,True
218,218,2025-04-09,False
219,219,2024-09-16,True
220,220,2024-09-16,True
221,221,2025-03-27,False
222,222,2024-11-23,True
223,223,2024-08-30,True
224,224,2025-01-25,True
225,225,2024-12-03,True
226,226,2025-04-10,False
227,227,2025-03-05,False
228,228,2025-04-05,False
229,229,2024-08-23,True
230,230,2024-12-15,False
231,231,2025-02-17,True
232,232,2024-06-13,False
233,233,2024-04-23,True
234,234,2024-10-05,False
235,235,2025-02-14,True
236,236,2024-12-06,False
237,237,2025-02-13,False
238,238,2025-03-04,True
239,239,2025-03-24,False
240,240,2025-03-04,True
241,241,2025-04-09,True
242,242,2024-11-27,False
243,243,2025-03-30,True
244,244,2025-03-02,False
245,245,2024-12-24,True
246,246,2024-11-19,False
247,247,2025-01-26,True
248,248,2024-09-12,False
249,249,2024-10-07,False
250,250,2024-06-16,False
251,251,2024-12-30,False
252,252,2025-03-24,False
253,253,2024-12-16,False
254,254,2025-03-21,False
255,255,2025-02-10,False
256,256,2025-02-15,False
257,257,2024-08-25,False
258,258,2025-02-23,False
259,259,2024-10-02,True
260,260,2025-02-20,True
261,261,2025-01-14,True
262,262,2024-12-26,True
263,263,2024-12-21,False
264,264,2025-03-25,False
265,265,2025-03-24,True
266,266,2024-10-28,False
267,267,2025-04-09,False
268,268,2025-01-03,False
269,269,2025-04-01,False
270,270,2024-02-22,False
271,271,2024-11-25,False
272,272,2024-12-07,True
273,273,2024-11-30,True
274,274,2025-03-02,False
275,275,2024-07-15,False
276,276,2024-11-30,True
277,277,2025-03-09,True
278,278,2023-12-05,True
279,279,2024-10-01,False
280,280,2024-02-24,False
281,281,2024-04-01,False
282,282,2024-05-16,False
283,283,2024-06-11,True
284,284,2024-09-17,False
285,285,2025-02-28,True
286,286,2024-05-14,False
287,287,2024-06-02,True
288,288,2024-03-03,True
289,289,2025-03-19,False
290,290,2025-03-05,False
291,291,2025-02-06,False
292,292,2025-01-02,False
293,293,2025-01-24,False
294,294,2023-08-31,False
295,295,2025-03-07,True
296,296,2025-01-21,True
297,297,2024-09-29,True
298,298,2025-02-16,True
299,299,2025-03-18,False
300,300,2024-11-11,False
301,301,2025-01-18,True
302,302,2024-02-25,True
303,303,2025-03-12,False
304,304,2025-04-01,True
305,305,2025-01-08,True
306,306,2024-12-02,True
307,307,2024-09-23,False
308,308,2024-06-08,True
309,309,2025-01-04,False
310,310,2025-03-24,True
311,311,2024-12-25,True
312,312,2024-10-30,True
313,313,2025-02-19,True
314,314,2024-11-18,True
315,315,2024-11-25,False
316,316,2022-09-07,True
317,317,2024-09-03,True
318,318,2024-06-17,True
319,319,2024-12-03,False
320,320,2023-08-16,True
321,321,2021-01-02,False
322,322,2024-07-10,True
323,323,2024-08-21,True
324,324,2024-09-17,True
325,325,2023-10-01,True
326,326,2024-09-28,False
327,327,2023-10-19,False
328,328,2023-11-05,False
329,329,2024-01-08,False
330,330,2024-10-01,True
331,331,2025-02-07,False
332,332,2024-12-14,True
333,333,2023-03-23,True
334,334,2022-05-15,False
335,335,2024-04-08,False
336,336,2025-01-18,False
337,337,2024-10-11,True
338,338,2025-03-15,False
339,339,2024-12-16,True
340,340,2025-03-12,False
341,341,2025-02-02,True
342,342,2025-04-06,True
343,343,2025-03-22,True
344,344,2024-10-13,False
345,345,2025-02-04,True
346,346,2025-04-04,True
347,347,2025-02-04,False
348,348,2024-11-15,True
349,349,2024-12-04,False
350,350,2025-03-20,True
351,351,2025-03-27,True
352,352,2025-03-31,True
353,353,2024-10-17,True
354,354,2023-09-05,True
355,355,2024-09-26,True
356,356,2024-06-18,False
357,357,2023-04-28,False
358,358,2025-04-06,True
359,359,2024-02-07,True
360,360,2024-09-29,True
361,361,2023-12-27,False
362,362,2023-03-20,True
363,363,2022-10-10,False
364,364,2024-11-25,False
365,365,2022-01-19,True
366,366,2023-10-19,True
367,367,2024-12-16,True
368,368,2024-04-30,False
369,369,2024-08-18,False
370,370,2023-12-21,True
371,371,2024-06-13,False
372,372,2022-11-02,True
373,373,2023-05-09,False
374,374,2021-12-06,True
375,375,2025-04-09,False
376,376,2025-03-14,True
377,377,2025-03-09,False
378,378,2025-02-28,False
379,379,2024-03-27,False
380,380,2024-09-12,False
381,381,2025-04-06,True
382,382,2024-01-25,True
383,383,2024-07-29,False
384,384,2025-03-03,False
385,385,2025-03-26,True
386,386,2025-03-31,False
387,387,2024-09-03,True
388,388,2024-06-05,False
389,389,2025-04-04,False
390,390,2024-12-21,False
391,391,2025-02-21,False
392,392,2025-03-28,True
393,393,2024-11-04,False
394,394,2024-10-18,False
395,395,2024-05-27,False
396,396,2025-04-09,False
397,397,2025-02-14,True
398,398,2025-03-11,False
399,399,2024-12-09,False
400,400,2024-10-13,False
401,401,2024-10-24,True
402,402,2024-09-04,False
403,403,2025-02-20,False
404,404,2025-03-22,True
405,405,2025-02-04,False
406,406,2025-03-30,True
407,407,2025-03-11,True
408,408,2025-04-11,False
409,409,2024-12-10,True
410,410,2025-03-29,True
411,411,2025-02-28,True
412,412,2025-01-17,True
413,413,2025-02-07,False
414,414,2025-03-05,True
415,415,2025-01-11,True
416,416,2025-03-16,True
417,417,2025-02-27,False
418,418,2025-02-25,False
419,419,2025-04-08,True
420,420,2025-03-25,True
421,421,2025-02-28,True
422,422,2025-03-05,True
423,423,2025-04-08,False
424,424,2025-03-08,True
425,425,2025-02-18,True
426,426,2024-09-16,True
427,427,2024-06-26,False
428,428,2024-09-01,True
429,429,2025-02-18,False
430,430,2025-01-21,True
431,431,2024-11-10,True
432,432,2024-11-26,False
433,433,2025-02-18,False
434,434,2025-04-03,True
435,435,2024-11-26,False
436,436,2024-09-17,False
437,437,2025-04-05,False
438,438,2024-08-31,False
439,439,2025-02-22,True
440,440,2025-02-27,False
441,441,2025-02-07,False
442,442,2025-01-22,True
443,443,2025-01-27,False
444,444,2025-04-10,True
445,445,2025-03-04,True
446,446,2025-02-20,False
447,447,2025-03-28,True
448,448,2024-11-27,True
449,449,2025-02-28,True
450,450,2024-11-24,True
451,451,2024-09-10,True
452,452,2025-02-17,True
453,453,2025-02-16,True
454,454,2025-03-01,False
455,455,2025-03-09,True
456,456,2024-11-24,True
457,457,2025-04-02,False
458,458,2025-04-04,False
459,459,2024-12-04,True
460,460,2025-03-18,True
461,461,2025-02-11,False
462,462,2025-03-24,False
463,463,2024-12-18,True
464,464,2025-01-16,True
465,465,2025-04-10,True
466,466,2025-02-22,True
467,467,2025-04-09,False
468,468,2023-09-10,False
469,469,2024-12-23,True
470,470,2024-01-02,False
471,471,2022-05-09,True
472,472,2024-03-24,False
473,473,2025-01-31,True
474,474,2024-11-26,False
475,475,2021-04-12,True
476,476,2024-12-31,False
477,477,2024-04-04,False
478,478,2024-11-02,True
479,479,2022-02-15,False
480,480,2024-08-05,True
481,481,2021-08-05,True
482,482,2024-04-27,False
483,483,2020-08-01,True
484,484,2023-02-11,False
485,485,2025-04-01,True
486,486,2024-12-13,False
487,487,2024-11-24,False
488,488,2024-03-22,False
489,489,2025-02-01,True
490,490,2023-01-07,False
491,491,2025-02-07,True
492,492,2024-09-30,True
493,493,2025-01-20,True
494,494,2025-04-08,True
495,495,2024-09-18,True
496,496,2025-01-08,False
497,497,2025-03-30,True
498,498,2025-03-27,True
499,499,2025-01-11,False
500,500,2023-10-11,True
501,501,2023-08-11,False
502,502,2023-12-09,False
503,503,2025-01-23,True
504,504,2025-03-26,False
505,505,2021-10-19,True
506,506,2023-05-20,False
507,507,2025-01-09,True
508,508,2025-04-04,True
509,509,2023-12-26,False
510,510,2024-09-03,False
511,511,2025-02-10,True
512,512,2025-03-28,False
513,513,2025-04-05,False
514,514,2024-06-17,True
515,515,2023-04-20,True
516,516,2023-10-01,True
517,517,2023-09-14,True
518,518,2023-04-14,True
519,519,2023-06-11,True
520,520,2023-01-25,True
521,521,2024-07-08,False
522,522,2025-03-15,True
523,523,2025-03-30,False
524,524,2025-01-11,False
525,525,2025-03-23,False
526,526,2025-02-04,True
527,527,2025-04-09,False
528,528,2025-04-05,True
529,529,2025-02-05,True
530,530,2024-10-09,True
531,531,2025-02-28,True
532,532,2025-03-04,False
533,533,2025-03-18,False
534,534,2025-03-15,False
535,535,2025-03-22,False
536,536,2025-03-05,False
537,537,2025-03-08,False
538,538,2025-02-12,False
539,539,2025-03-02,True
540,540,2024-11-03,False
541,541,2024-08-27,True
542,542,2025-02-21,False
543,543,2020-08-22,True
544,544,2024-10-26,False
545,545,2024-02-14,False
546,546,2024-12-11,False
547,547,2025-04-07,False
548,548,2024-07-06,False
549,549,2025-03-21,False
550,550,2025-04-01,True
551,551,2024-01-27,True
552,552,2022-03-10,False
553,553,2019-10-01,False
554,554,2022-06-06,False
555,555,2024-05-20,False
556,556,2024-05-23,False
557,557,2022-04-28,False
558,558,2023-03-07,True
559,559,2025-03-23,True
560,560,2025-01-02,True
561,561,2020-11-23,False
562,562,2024-08-17,False
563,563,2024-01-20,True
564,564,2021-09-22,True
565,565,2024-12-02,True
566,566,2024-10-18,False
567,567,2024-11-29,True
568,568,2022-10-30,False
569,569,2023-07-06,True
570,570,2024-10-24,False
571,571,2023-12-12,False
572,572,2025-03-20,True
573,573,2024-03-22,False
574,574,2025-04-10,False
575,575,2023-11-11,True
576,576,2025-02-18,True
577,577,2020-05-30,True
578,578,2023-11-28,False
579,579,2023-03-10,True
580,580,2024-05-04,True
581,581,2024-09-14,False
582,582,2023-06-03,False
583,583,2024-04-27,False
584,584,2024-10-26,True
585,585,2025-03-19,True
586,586,2025-03-26,True
587,587,2025-04-05,True
588,588,2025-02-27,False
589,589,2025-03-27,False
590,590,2024-12-11,True
591,591,2025-03-10,False
592,592,2025-01-26,False
593,593,2025-03-23,False
594,594,2025-01-29,True
595,595,2025-01-25,False
596,596,2025-02-02,True
597,597,2025-03-06,True
598,598,2025-02-01,True
599,599,2024-07-11,True
600,600,2024-07-25,False
601,601,2025-03-26,True
602,602,2024-07-01,True
603,603,2024-02-06,False
604,604,2024-02-11,False
605,605,2025-01-05,False
606,606,2024-08-09,False
607,607,2025-01-16,False
608,608,2025-03-28,True
609,609,2024-03-21,True
610,610,2024-09-01,True
611,611,2024-10-06,True
612,612,2025-03-04,True
613,613,2025-02-21,True
614,614,2025-03-30,False
615,615,2025-01-26,False
616,616,2025-04-02,False
617,617,2024-10-04,False
618,618,2024-12-06,True
619,619,2024-11-02,True
620,620,2025-02-24,True
621,621,2025-03-14,True
622,622,2023-11-21,True
623,623,2023-07-22,True
624,624,2022-07-26,True
625,625,2022-11-27,False
626,626,2023-07-03,False
627,627,2024-03-29,True
628,628,2023-11-25,True
629,629,2025-03-26,True
630,630,2024-06-26,False
631,631,2023-03-06,False
632,632,2024-07-11,True
633,633,2025-03-05,True
634,634,2021-06-16,True
635,635,2024-11-29,True
636,636,2025-03-14,True
637,637,2025-03-11,False
638,638,2024-07-16,True
639,639,2023-11-27,False
640,640,2024-09-29,False
641,641,2025-02-13,True
642,642,2024-06-19,False
643,643,2024-09-09,False
644,644,2025-02-26,True
645,645,2024-12-04,True
646,646,2024-07-14,True
647,647,2025-02-07,True
648,648,2024-12-15,False
649,649,2025-03-23,True
650,650,2024-07-30,True
651,651,2024-01-15,True
652,652,2023-10-08,False
653,653,2021-10-25,False
654,654,2023-11-13,True
655,655,2021-12-26,False
656,656,2025-01-17,False
657,657,2023-02-01,True
658,658,2024-07-27,True
659,659,2023-11-16,False
660,660,2024-08-24,False
661,661,2024-04-06,False
662,662,2024-01-06,True
663,663,2024-10-06,False
664,664,2025-03-03,True
665,665,2025-03-27,True
666,666,2024-04-28,True
667,667,2024-02-28,False
668,668,2025-03-03,True
669,669,2025-02-10,False
670,670,2024-12-17,True
671,671,2025-04-07,True
672,672,2025-04-05,True
673,673,2025-04-10,False
674,674,2025-02-19,True
675,675,2025-01-05,False
676,676,2025-03-10,True
677,677,2024-10-03,False
678,678,2025-02-26,True
679,679,2025-03-18,False
680,680,2025-03-04,False
681,681,2025-01-18,True
682,682,2024-10-25,True
683,683,2025-01-20,True
684,684,2025-04-02,False
685,685,2025-02-15,False
686,686,2024-12-02,True
687,687,2024-11-26,False
688,688,2024-10-10,False
689,689,2025-02-15,True
690,690,2025-03-05,False
691,691,2025-03-25,False
692,692,2024-12-20,True
693,693,2025-03-18,True
694,694,2025-03-07,True
695,695,2025-02-07,False
696,696,2024-12-30,False
697,697,2025-02-22,True
698,698,2024-11-23,True
699,699,2024-10-10,True
700,700,2025-01-15,True
701,701,2024-11-22,False
702,702,2025-04-10,True
703,703,2025-01-08,False
704,704,2024-12-11,True
705,705,2025-02-04,True
706,706,2025-04-10,True
707,707,2024-12-04,False
708,708,2025-02-27,True
709,709,2024-10-12,False
710,710,2025-02-25,True
711,711,2025-03-11,False
712,712,2025-02-13,False
713,713,2024-09-04,False
714,714,2025-01-20,False
715,715,2025-03-08,True
716,716,2025-03-20,True
717,717,2025-01-02,False
718,718,2025-02-20,False
719,719,2025-01-23,True
720,720,2025-02-15,True
721,721,2025-04-02,False
722,722,2025-03-06,True
723,723,2024-11-20,False
724,724,2025-03-10,True
725,725,2025-03-30,True
726,726,2025-02-04,False
727,727,2024-11-07,True
728,728,2025-03-25,True
729,729,2025-02-22,False
730,730,2025-01-25,True
731,731,2025-03-12,True
732,732,2025-04-03,False
733,733,2025-04-06,True
734,734,2025-02-13,False
735,735,2025-04-08,True
736,736,2025-03-09,True
737,737,2025-03-05,True
738,738,2025-03-22,True
739,739,2025-04-07,False
740,740,2025-03-19,False
741,741,2025-04-02,True
742,742,2025-03-01,True
743,743,2025-02-21,True
744,744,2025-04-11,False
745,745,2025-04-02,True
746,746,2025-04-10,True
747,747,2025-03-03,True
748,748,2025-02-28,True
749,749,2025-02-16,False
750,750,2025-04-07,True
751,751,2025-03-29,False
752,752,2025-02-28,True
753,753,2025-02-12,True
754,754,2025-03-11,False
755,755,2025-02-11,False
756,756,2025-01-23,False
757,757,2024-03-30,False
758,758,2019-10-07,False
759,759,2023-06-23,True
760,760,2024-07-08,True
761,761,2023-05-17,True
762,762,2020-05-05,True
763,763,2024-09-15,True
764,764,2022-04-22,True
765,765,2024-10-13,False
766,766,2024-05-28,True
767,767,2025-04-06,True
768,768,2022-03-09,True
769,769,2023-11-12,False
770,770,2024-11-25,False
771,771,2024-11-12,True
772,772,2023-10-03,False
773,773,2024-09-01,True
774,774,2024-11-07,True
775,775,2024-08-02,True
776,776,2025-01-08,False
777,777,2024-04-06,True
778,778,2025-03-15,False
779,779,2025-03-25,True
780,780,2023-06-23,True
781,781,2024-01-24,False
782,782,2024-12-08,True
783,783,2024-10-20,False
784,784,2025-03-22,False
785,785,2025-01-25,False
786,786,2023-04-14,False
787,787,2025-04-09,False
788,788,2024-12-07,False
789,789,2024-05-20,False
790,790,2024-06-10,False
791,791,2024-02-27,False
792,792,2024-11-09,True
793,793,2025-02-11,True
794,794,2025-03-10,False
795,795,2025-02-15,False
796,796,2025-03-27,True
797,797,2025-02-22,False
798,798,2025-04-08,False
799,799,2025-03-21,True
800,800,2025-04-04,True
801,801,2025-03-22,False
802,802,2025-04-01,False
803,803,2025-02-26,False
804,804,2025-02-14,False
805,805,2025-03-25,False
806,806,2025-03-13,False
807,807,2025-03-25,True
808,808,2025-03-05,False
809,809,2025-02-12,True
810,810,2025-03-29,False
811,811,2025-03-24,True
812,812,2025-03-15,True
813,813,2025-04-11,True
814,814,2025-03-16,False
815,815,2025-03-17,False
816,816,2025-04-05,False
817,817,2025-03-21,False
818,818,2025-03-29,False
819,819,2025-02-11,False
820,820,2025-03-06,True
821,821,2025-04-05,True
822,822,2025-03-26,False
823,823,2025-03-20,False
824,824,2025-04-08,False
825,825,2025-03-18,False
826,826,2025-03-30,False
827,827,2025-03-19,True
828,828,2024-12-29,True
829,829,2024-12-24,False
830,830,2025-03-26,False
831,831,2024-11-19,True
832,832,2025-03-24,True
833,833,2025-03-13,False
834,834,2025-03-01,False
835,835,2024-12-31,True
836,836,2025-03-07,False
837,837,2025-03-06,True
838,838,2025-04-07,True
839,839,2024-10-24,True
840,840,2025-03-09,False
841,841,2025-02-01,False
842,842,2024-12-29,False
843,843,2025-03-23,False
844,844,2025-02-18,True
845,845,2025-04-09,False
846,846,2025-03-20,True
847,847,2025-01-19,False
848,848,2025-02-24,False
849,849,2025-04-03,False
850,850,2025-01-29,False
851,851,2025-03-12,True
852,852,2025-03-29,True
853,853,2025-04-09,False
854,854,2025-03-18,True
855,855,2025-04-10,True
856,856,2025-03-29,False
857,857,2025-01-15,True
858,858,2025-03-28,True
859,859,2025-02-11,True
860,860,2025-03-23,False
861,861,2025-03-01,False
862,862,2024-12-20,True
863,863,2025-03-11,True
864,864,2024-12-29,False
865,865,2024-12-27,False
866,866,2025-02-05,True
867,867,2025-03-28,False
868,868,2025-04-10,False
869,869,2025-03-04,True
870,870,2024-12-06,False
871,871,2025-01-18,True
872,872,2025-03-24,False
873,873,2025-03-05,True
874,874,2025-02-21,True
875,875,2025-01-24,False
876,876,2025-04-09,False
877,877,2025-03-27,True
878,878,2025-01-21,True
879,879,2025-03-26,False
880,880,2025-03-24,True
881,881,2025-01-17,True
882,882,2025-03-23,True
883,883,2024-10-19,False
884,884,2025-03-26,True
885,885,2025-01-18,False
886,886,2025-03-25,True
887,887,2024-12-25,False
888,888,2025-03-29,True
889,889,2024-12-15,False
890,890,2025-03-11,False
891,891,2025-02-14,False
892,892,2025-03-02,True
893,893,2025-03-19,False
894,894,2025-03-26,True
895,895,2025-04-04,False
896,896,2024-12-28,False
897,897,2024-12-08,False
898,898,2025-01-05,True
899,899,2024-12-14,False
900,900,2025-03-21,False
901,901,2024-10-13,True
902,902,2024-10-10,False
903,903,2025-03-28,True
904,904,2025-04-06,True
905,905,2025-03-05,True
906,906,2025-04-10,True
907,907,2025-03-16,False
908,908,2025-04-07,False
909,909,2025-03-19,False
910,910,2025-03-21,True
911,911,2025-03-28,True
912,912,2025-03-08,True
913,913,2025-04-04,True
914,914,2025-04-06,False
915,915,2025-04-10,False
916,916,2025-04-01,False
917,917,2025-04-06,True
918,918,2025-04-05,False
919,919,2025-03-27,False
920,920,2025-03-28,True
921,921,2025-03-31,True
922,922,2025-04-02,True
923,923,2025-04-10,False
924,924,2025-04-08,True
925,925,2025-04-04,False
926,926,2025-04-03,False
927,927,2025-03-31,False
928,928,2025-04-10,False
929,929,2025-02-26,False
930,930,2025-03-30,True
931,931,2024-11-01,False
932,932,2025-01-05,True
933,933,2024-06-06,False
934,934,2024-12-10,True
935,935,2025-04-06,False
936,936,2024-12-30,True
937,937,2024-07-08,False
938,938,2025-03-23,False
939,939,2025-04-02,False
940,940,2025-03-25,True
941,941,2025-03-20,True
942,942,2025-02-27,False
943,943,2025-03-14,True
944,944,2024-10-25,True
945,945,2024-12-07,False
946,946,2025-02-16,False
947,947,2025-03-25,True
948,948,2025-03-28,True
949,949,2025-02-11,True
950,950,2022-04-06,False
951,951,2023-12-28,False
952,952,2024-09-29,False
953,953,2023-11-17,False
954,954,2024-12-17,True
955,955,2023-10-16,True
956,956,2023-09-09,True
957,957,2025-02-15,True
958,958,2023-01-22,True
959,959,2021-05-10,False
960,960,2024-07-20,True
961,961,2024-09-25,False
962,962,2024-04-04,True
963,963,2024-10-10,True
964,964,2024-12-28,True
965,965,2025-03-07,True
966,966,2024-02-19,True
967,967,2023-12-07,True
968,968,2023-09-17,False
969,969,2022-05-11,True
970,970,2024-12-20,True
971,971,2025-03-15,True
972,972,2025-04-02,True
973,973,2025-04-09,True
974,974,2025-02-10,True
975,975,2025-03-01,True
976,976,2025-01-09,True
977,977,2025-03-23,True
978,978,2025-02-23,True
979,979,2024-12-13,True
980,980,2024-07-21,False
981,981,2025-02-04,False
982,982,2025-03-29,True
983,983,2025-02-27,True
984,984,2025-03-22,False
985,985,2024-10-19,False
986,986,2024-07-22,True
987,987,2025-04-04,True
988,988,2024-07-21,True
989,989,2024-09-19,True
990,990,2024-03-19,False
991,991,2025-01-20,True
992,992,2025-02-18,True
993,993,2025-03-21,False
994,994,2024-10-09,True
995,995,2023-10-17,True
996,996,2023-07-07,True
997,997,2025-01-21,True
998,998,2025-03-15,False
999,999,2024-03-19,False
1000,1000,2022-11-13,True
1001,1001,2024-12-07,False
1002,1002,2025-01-10,True
1003,1003,2025-03-31,True
1004,1004,2024-12-07,True
1005,1005,2025-01-07,True
1006,1006,2024-11-10,False
1007,1007,2025-03-16,False
1008,1008,2024-11-18,False
1009,1009,2025-03-08,False
1010,1010,2025-03-26,True
1011,1011,2025-01-30,False
1012,1012,2025-04-10,True
1013,1013,2024-12-14,False
1014,1014,2025-02-07,True
1015,1015,2025-02-13,True
1016,1016,2025-01-26,False
1017,1017,2025-04-10,True
1018,1018,2024-12-29,False
1019,1019,2024-11-24,True
1020,1020,2023-01-22,True
1021,1021,2022-04-28,True
1022,1022,2024-09-01,False
1023,1023,2022-07-31,False
1024,1024,2024-03-26,True
1025,1025,2025-02-20,False
1026,1026,2021-08-27,True
1027,1027,2022-12-15,True
1028,1028,2022-03-28,False
1029,1029,2023-07-18,True
1030,1030,2024-06-17,False
1031,1031,2022-01-17,True
1032,1032,2024-04-29,True
1033,1033,2019-04-15,False
1034,1034,2024-09-12,True
1035,1035,2024-07-03,False
1036,1036,2022-07-17,False
1037,1037,2023-03-07,False
1038,1038,2024-06-17,False
1039,1039,2023-04-06,True
1040,1040,2023-02-23,False
1041,1041,2024-12-22,False
1042,1042,2024-03-05,False
1043,1043,2024-11-30,True
1044,1044,2024-04-28,False
1045,1045,2022-09-05,False
1046,1046,2024-11-05,True
1047,1047,2024-07-31,False
1048,1048,2022-08-25,False
1049,1049,2021-11-05,False
1050,1050,2025-01-11,False
1051,1051,2024-03-29,True
1052,1052,2024-07-09,True
1053,1053,2025-03-29,True
1054,1054,2023-08-08,True
1055,1055,2024-11-11,True
1056,1056,2022-11-28,False
1057,1057,2025-01-07,True
1058,1058,2024-05-04,False
1059,1059,2025-03-28,False
1060,1060,2024-07-29,False
1061,1061,2025-02-04,True
1062,1062,2025-01-30,True
1063,1063,2024-10-19,False
