Column,Dtype,Value,Count
customer_id,int64,823,2
customer_id,int64,822,2
customer_id,int64,817,2
customer_id,int64,816,2
customer_id,int64,815,2
customer_id,int64,812,2
customer_id,int64,180,2
customer_id,int64,177,2
customer_id,int64,141,2
customer_id,int64,138,2
customer_id,int64,166,2
customer_id,int64,163,2
customer_id,int64,161,2
customer_id,int64,782,2
customer_id,int64,781,2
customer_id,int64,780,2
customer_id,int64,779,2
customer_id,int64,778,2
customer_id,int64,777,2
customer_id,int64,808,2
customer_id,int64,806,2
customer_id,int64,804,2
customer_id,int64,199,2
customer_id,int64,198,2
customer_id,int64,195,2
customer_id,int64,767,2
customer_id,int64,766,2
customer_id,int64,762,2
customer_id,int64,761,2
customer_id,int64,791,2
customer_id,int64,789,2
customer_id,int64,786,2
customer_id,int64,157,2
customer_id,int64,156,2
customer_id,int64,155,2
customer_id,int64,184,2
customer_id,int64,183,2
customer_id,int64,182,2
customer_id,int64,871,2
customer_id,int64,870,2
customer_id,int64,869,2
customer_id,int64,868,2
customer_id,int64,865,2
customer_id,int64,94,2
customer_id,int64,92,2
customer_id,int64,120,2
customer_id,int64,117,2
customer_id,int64,113,2
customer_id,int64,863,2
customer_id,int64,859,2
customer_id,int64,772,2
customer_id,int64,770,2
customer_id,int64,768,2
customer_id,int64,169,2
customer_id,int64,727,2
customer_id,int64,726,2
customer_id,int64,722,2
customer_id,int64,720,2
customer_id,int64,740,2
customer_id,int64,738,2
customer_id,int64,734,2
customer_id,int64,758,2
customer_id,int64,757,2
customer_id,int64,754,2
customer_id,int64,216,2
customer_id,int64,749,2
customer_id,int64,746,2
customer_id,int64,776,2
customer_id,int64,841,2
customer_id,int64,872,2
customer_id,int64,241,2
customer_id,int64,687,2
customer_id,int64,681,2
customer_id,int64,712,2
customer_id,int64,709,2
customer_id,int64,707,2
customer_id,int64,705,2
customer_id,int64,704,2
customer_id,int64,206,2
customer_id,int64,204,2
customer_id,int64,203,2
customer_id,int64,226,2
customer_id,int64,702,2
customer_id,int64,701,2
customer_id,int64,700,2
customer_id,int64,697,2
customer_id,int64,880,2
customer_id,int64,75,2
customer_id,int64,73,2
customer_id,int64,103,2
customer_id,int64,100,2
customer_id,int64,878,2
customer_id,int64,877,2
customer_id,int64,873,2
customer_id,int64,902,2
customer_id,int64,901,2
customer_id,int64,900,2
customer_id,int64,222,2
customer_id,int64,219,2
customer_id,int64,247,2
customer_id,int64,245,2
customer_id,int64,243,2
customer_id,int64,273,2
customer_id,int64,238,2
customer_id,int64,237,2
customer_id,int64,234,2
customer_id,int64,263,2
customer_id,int64,262,2
customer_id,int64,258,2
customer_id,int64,256,2
customer_id,int64,668,2
customer_id,int64,667,2
customer_id,int64,665,2
customer_id,int64,696,2
customer_id,int64,691,2
customer_id,int64,688,2
customer_id,int64,885,2
customer_id,int64,883,2
customer_id,int64,292,2
customer_id,int64,291,2
customer_id,int64,288,2
customer_id,int64,620,2
customer_id,int64,647,2
customer_id,int64,642,2
customer_id,int64,641,2
customer_id,int64,635,2
customer_id,int64,653,2
customer_id,int64,680,2
customer_id,int64,676,2
customer_id,int64,675,2
customer_id,int64,255,2
customer_id,int64,253,2
customer_id,int64,279,2
customer_id,int64,276,2
customer_id,int64,63,2
customer_id,int64,61,2
customer_id,int64,60,2
customer_id,int64,81,2
customer_id,int64,894,2
customer_id,int64,893,2
customer_id,int64,917,2
customer_id,int64,916,2
customer_id,int64,915,2
customer_id,int64,914,2
customer_id,int64,271,2
customer_id,int64,270,2
customer_id,int64,269,2
customer_id,int64,267,2
customer_id,int64,265,2
customer_id,int64,295,2
customer_id,int64,571,2
customer_id,int64,570,2
customer_id,int64,596,2
customer_id,int64,595,2
customer_id,int64,593,2
customer_id,int64,589,2
customer_id,int64,586,2
customer_id,int64,615,2
customer_id,int64,285,2
customer_id,int64,311,2
customer_id,int64,309,2
customer_id,int64,603,2
customer_id,int64,601,2
customer_id,int64,631,2
customer_id,int64,625,2
customer_id,int64,896,2
customer_id,int64,313,2
customer_id,int64,337,2
customer_id,int64,538,2
customer_id,int64,567,2
customer_id,int64,564,2
customer_id,int64,563,2
customer_id,int64,562,2
customer_id,int64,560,2
customer_id,int64,553,2
customer_id,int64,577,2
customer_id,int64,302,2
customer_id,int64,300,2
customer_id,int64,326,2
customer_id,int64,323,2
customer_id,int64,322,2
customer_id,int64,320,2
customer_id,int64,906,2
customer_id,int64,905,2
customer_id,int64,932,2
customer_id,int64,929,2
customer_id,int64,47,2
customer_id,int64,43,2
customer_id,int64,71,2
customer_id,int64,65,2
customer_id,int64,925,2
customer_id,int64,923,2
customer_id,int64,952,2
customer_id,int64,949,2
customer_id,int64,317,2
customer_id,int64,316,2
customer_id,int64,315,2
customer_id,int64,314,2
customer_id,int64,505,2
customer_id,int64,533,2
customer_id,int64,530,2
customer_id,int64,527,2
customer_id,int64,522,2
customer_id,int64,521,2
customer_id,int64,551,2
customer_id,int64,547,2
customer_id,int64,334,2
customer_id,int64,359,2
customer_id,int64,358,2
customer_id,int64,357,2
customer_id,int64,354,2
customer_id,int64,352,2
customer_id,int64,319,2
customer_id,int64,908,2
customer_id,int64,361,2
customer_id,int64,391,2
customer_id,int64,390,2
customer_id,int64,388,2
customer_id,int64,495,2
customer_id,int64,494,2
customer_id,int64,491,2
customer_id,int64,519,2
customer_id,int64,517,2
customer_id,int64,516,2
customer_id,int64,513,2
customer_id,int64,376,2
customer_id,int64,375,2
customer_id,int64,374,2
customer_id,int64,372,2
customer_id,int64,508,2
customer_id,int64,955,2
customer_id,int64,451,2
customer_id,int64,442,2
customer_id,int64,467,2
customer_id,int64,382,2
customer_id,int64,380,2
customer_id,int64,377,2
customer_id,int64,408,2
customer_id,int64,404,2
customer_id,int64,403,2
customer_id,int64,461,2
customer_id,int64,488,2
customer_id,int64,487,2
customer_id,int64,486,2
customer_id,int64,31,2
customer_id,int64,27,2
customer_id,int64,988,2
customer_id,int64,985,2
customer_id,int64,23,2
customer_id,int64,19,2
customer_id,int64,415,2
customer_id,int64,413,2
customer_id,int64,440,2
customer_id,int64,436,2
customer_id,int64,431,2
customer_id,int64,430,2
customer_id,int64,972,2
customer_id,int64,970,2
customer_id,int64,37,2
customer_id,int64,32,2
customer_id,int64,958,2
customer_id,int64,956,2
customer_id,int64,9,1
customer_id,int64,1,1
customer_id,int64,3,1
customer_id,int64,4,1
customer_id,int64,5,1
customer_id,int64,984,1
customer_id,int64,983,1
customer_id,int64,38,1
customer_id,int64,39,1
customer_id,int64,40,1
customer_id,int64,969,1
customer_id,int64,973,1
customer_id,int64,974,1
customer_id,int64,975,1
customer_id,int64,960,1
customer_id,int64,962,1
customer_id,int64,938,1
customer_id,int64,939,1
customer_id,int64,941,1
customer_id,int64,942,1
customer_id,int64,943,1
customer_id,int64,49,1
customer_id,int64,52,1
customer_id,int64,397,1
customer_id,int64,398,1
customer_id,int64,399,1
customer_id,int64,432,1
customer_id,int64,433,1
customer_id,int64,434,1
customer_id,int64,435,1
customer_id,int64,437,1
customer_id,int64,438,1
customer_id,int64,439,1
customer_id,int64,409,1
customer_id,int64,410,1
customer_id,int64,411,1
customer_id,int64,412,1
customer_id,int64,414,1
customer_id,int64,16,1
customer_id,int64,426,1
customer_id,int64,427,1
customer_id,int64,428,1
customer_id,int64,429,1
customer_id,int64,416,1
customer_id,int64,418,1
customer_id,int64,419,1
customer_id,int64,420,1
customer_id,int64,421,1
customer_id,int64,422,1
customer_id,int64,423,1
customer_id,int64,424,1
customer_id,int64,393,1
customer_id,int64,394,1
customer_id,int64,395,1
customer_id,int64,396,1
customer_id,int64,470,1
customer_id,int64,471,1
customer_id,int64,472,1
customer_id,int64,441,1
customer_id,int64,443,1
customer_id,int64,444,1
customer_id,int64,445,1
customer_id,int64,446,1
customer_id,int64,447,1
customer_id,int64,448,1
customer_id,int64,449,1
customer_id,int64,450,1
customer_id,int64,452,1
customer_id,int64,453,1
customer_id,int64,455,1
customer_id,int64,425,1
customer_id,int64,462,1
customer_id,int64,463,1
customer_id,int64,400,1
customer_id,int64,401,1
customer_id,int64,402,1
customer_id,int64,405,1
customer_id,int64,407,1
customer_id,int64,378,1
customer_id,int64,379,1
customer_id,int64,381,1
customer_id,int64,383,1
customer_id,int64,464,1
customer_id,int64,465,1
customer_id,int64,466,1
customer_id,int64,468,1
customer_id,int64,469,1
customer_id,int64,497,1
customer_id,int64,498,1
customer_id,int64,500,1
customer_id,int64,502,1
customer_id,int64,504,1
customer_id,int64,473,1
customer_id,int64,474,1
customer_id,int64,475,1
customer_id,int64,479,1
customer_id,int64,480,1
customer_id,int64,481,1
customer_id,int64,482,1
customer_id,int64,485,1
customer_id,int64,457,1
customer_id,int64,459,1
customer_id,int64,460,1
customer_id,int64,520,1
customer_id,int64,489,1
customer_id,int64,490,1
customer_id,int64,492,1
customer_id,int64,493,1
customer_id,int64,384,1
customer_id,int64,385,1
customer_id,int64,386,1
customer_id,int64,387,1
customer_id,int64,389,1
customer_id,int64,392,1
customer_id,int64,362,1
customer_id,int64,363,1
customer_id,int64,366,1
customer_id,int64,367,1
customer_id,int64,496,1
customer_id,int64,507,1
customer_id,int64,509,1
customer_id,int64,511,1
customer_id,int64,368,1
customer_id,int64,369,1
customer_id,int64,370,1
customer_id,int64,371,1
customer_id,int64,373,1
customer_id,int64,345,1
customer_id,int64,346,1
customer_id,int64,347,1
customer_id,int64,350,1
customer_id,int64,351,1
customer_id,int64,512,1
customer_id,int64,514,1
customer_id,int64,518,1
customer_id,int64,545,1
customer_id,int64,546,1
customer_id,int64,548,1
customer_id,int64,549,1
customer_id,int64,550,1
customer_id,int64,552,1
customer_id,int64,523,1
customer_id,int64,524,1
customer_id,int64,525,1
customer_id,int64,526,1
customer_id,int64,528,1
customer_id,int64,529,1
customer_id,int64,531,1
customer_id,int64,532,1
customer_id,int64,536,1
customer_id,int64,506,1
customer_id,int64,543,1
customer_id,int64,339,1
customer_id,int64,340,1
customer_id,int64,342,1
customer_id,int64,343,1
customer_id,int64,318,1
customer_id,int64,353,1
customer_id,int64,355,1
customer_id,int64,356,1
customer_id,int64,360,1
customer_id,int64,329,1
customer_id,int64,330,1
customer_id,int64,331,1
customer_id,int64,333,1
customer_id,int64,335,1
customer_id,int64,544,1
customer_id,int64,580,1
customer_id,int64,581,1
customer_id,int64,582,1
customer_id,int64,583,1
customer_id,int64,554,1
customer_id,int64,555,1
customer_id,int64,556,1
customer_id,int64,557,1
customer_id,int64,558,1
customer_id,int64,559,1
customer_id,int64,561,1
customer_id,int64,565,1
customer_id,int64,566,1
customer_id,int64,568,1
customer_id,int64,537,1
customer_id,int64,540,1
customer_id,int64,569,1
customer_id,int64,572,1
customer_id,int64,573,1
customer_id,int64,574,1
customer_id,int64,575,1
customer_id,int64,321,1
customer_id,int64,324,1
customer_id,int64,327,1
customer_id,int64,328,1
customer_id,int64,298,1
customer_id,int64,299,1
customer_id,int64,301,1
customer_id,int64,303,1
customer_id,int64,576,1
customer_id,int64,578,1
customer_id,int64,579,1
customer_id,int64,609,1
customer_id,int64,611,1
customer_id,int64,612,1
customer_id,int64,613,1
customer_id,int64,614,1
customer_id,int64,616,1
customer_id,int64,585,1
customer_id,int64,587,1
customer_id,int64,588,1
customer_id,int64,590,1
customer_id,int64,591,1
customer_id,int64,592,1
customer_id,int64,594,1
customer_id,int64,597,1
customer_id,int64,598,1
customer_id,int64,600,1
customer_id,int64,606,1
customer_id,int64,607,1
customer_id,int64,304,1
customer_id,int64,305,1
customer_id,int64,306,1
customer_id,int64,307,1
customer_id,int64,308,1
customer_id,int64,310,1
customer_id,int64,312,1
customer_id,int64,281,1
customer_id,int64,282,1
customer_id,int64,283,1
customer_id,int64,284,1
customer_id,int64,286,1
customer_id,int64,287,1
customer_id,int64,608,1
customer_id,int64,623,1
customer_id,int64,289,1
customer_id,int64,290,1
customer_id,int64,293,1
customer_id,int64,294,1
customer_id,int64,296,1
customer_id,int64,268,1
customer_id,int64,624,1
customer_id,int64,626,1
customer_id,int64,628,1
customer_id,int64,629,1
customer_id,int64,630,1
customer_id,int64,632,1
customer_id,int64,602,1
customer_id,int64,604,1
customer_id,int64,605,1
customer_id,int64,663,1
customer_id,int64,664,1
customer_id,int64,633,1
customer_id,int64,634,1
customer_id,int64,636,1
customer_id,int64,637,1
customer_id,int64,638,1
customer_id,int64,640,1
customer_id,int64,643,1
customer_id,int64,644,1
customer_id,int64,645,1
customer_id,int64,646,1
customer_id,int64,648,1
customer_id,int64,617,1
customer_id,int64,618,1
customer_id,int64,622,1
customer_id,int64,673,1
customer_id,int64,674,1
customer_id,int64,677,1
customer_id,int64,678,1
customer_id,int64,649,1
customer_id,int64,650,1
customer_id,int64,651,1
customer_id,int64,652,1
customer_id,int64,654,1
customer_id,int64,655,1
customer_id,int64,657,1
customer_id,int64,658,1
customer_id,int64,659,1
customer_id,int64,660,1
customer_id,int64,661,1
customer_id,int64,662,1
customer_id,int64,261,1
customer_id,int64,264,1
customer_id,int64,233,1
customer_id,int64,235,1
customer_id,int64,236,1
customer_id,int64,239,1
customer_id,int64,272,1
customer_id,int64,274,1
customer_id,int64,277,1
customer_id,int64,278,1
customer_id,int64,249,1
customer_id,int64,250,1
customer_id,int64,251,1
customer_id,int64,252,1
customer_id,int64,254,1
customer_id,int64,672,1
customer_id,int64,242,1
customer_id,int64,244,1
customer_id,int64,246,1
customer_id,int64,217,1
customer_id,int64,220,1
customer_id,int64,221,1
customer_id,int64,223,1
customer_id,int64,692,1
customer_id,int64,693,1
customer_id,int64,694,1
customer_id,int64,695,1
customer_id,int64,666,1
customer_id,int64,669,1
customer_id,int64,671,1
customer_id,int64,257,1
customer_id,int64,260,1
customer_id,int64,227,1
customer_id,int64,228,1
customer_id,int64,229,1
customer_id,int64,230,1
customer_id,int64,231,1
customer_id,int64,232,1
customer_id,int64,201,1
customer_id,int64,202,1
customer_id,int64,205,1
customer_id,int64,207,1
customer_id,int64,708,1
customer_id,int64,711,1
customer_id,int64,682,1
customer_id,int64,683,1
customer_id,int64,686,1
customer_id,int64,240,1
customer_id,int64,743,1
customer_id,int64,744,1
customer_id,int64,713,1
customer_id,int64,714,1
customer_id,int64,715,1
customer_id,int64,716,1
customer_id,int64,717,1
customer_id,int64,718,1
customer_id,int64,719,1
customer_id,int64,721,1
customer_id,int64,724,1
customer_id,int64,698,1
customer_id,int64,699,1
customer_id,int64,703,1
customer_id,int64,224,1
customer_id,int64,225,1
customer_id,int64,752,1
customer_id,int64,753,1
customer_id,int64,755,1
customer_id,int64,756,1
customer_id,int64,759,1
customer_id,int64,760,1
customer_id,int64,729,1
customer_id,int64,730,1
customer_id,int64,731,1
customer_id,int64,732,1
customer_id,int64,733,1
customer_id,int64,735,1
customer_id,int64,737,1
customer_id,int64,739,1
customer_id,int64,741,1
customer_id,int64,742,1
customer_id,int64,750,1
customer_id,int64,751,1
customer_id,int64,208,1
customer_id,int64,209,1
customer_id,int64,211,1
customer_id,int64,212,1
customer_id,int64,213,1
customer_id,int64,214,1
customer_id,int64,215,1
customer_id,int64,185,1
customer_id,int64,186,1
customer_id,int64,187,1
customer_id,int64,188,1
customer_id,int64,189,1
customer_id,int64,190,1
customer_id,int64,191,1
customer_id,int64,763,1
customer_id,int64,192,1
customer_id,int64,193,1
customer_id,int64,194,1
customer_id,int64,196,1
customer_id,int64,197,1
customer_id,int64,200,1
customer_id,int64,170,1
customer_id,int64,171,1
customer_id,int64,173,1
customer_id,int64,175,1
customer_id,int64,771,1
customer_id,int64,774,1
customer_id,int64,775,1
customer_id,int64,745,1
customer_id,int64,747,1
customer_id,int64,168,1
customer_id,int64,137,1
customer_id,int64,139,1
customer_id,int64,140,1
customer_id,int64,142,1
customer_id,int64,143,1
customer_id,int64,178,1
customer_id,int64,181,1
customer_id,int64,153,1
customer_id,int64,154,1
customer_id,int64,158,1
customer_id,int64,159,1
customer_id,int64,785,1
customer_id,int64,787,1
customer_id,int64,788,1
customer_id,int64,792,1
customer_id,int64,147,1
customer_id,int64,150,1
customer_id,int64,151,1
customer_id,int64,152,1
customer_id,int64,123,1
customer_id,int64,124,1
customer_id,int64,127,1
customer_id,int64,800,1
customer_id,int64,802,1
customer_id,int64,803,1
customer_id,int64,805,1
customer_id,int64,807,1
customer_id,int64,783,1
customer_id,int64,160,1
customer_id,int64,162,1
customer_id,int64,165,1
customer_id,int64,836,1
customer_id,int64,837,1
customer_id,int64,838,1
customer_id,int64,839,1
customer_id,int64,810,1
customer_id,int64,813,1
customer_id,int64,814,1
customer_id,int64,820,1
customer_id,int64,821,1
customer_id,int64,824,1
customer_id,int64,793,1
customer_id,int64,794,1
customer_id,int64,796,1
customer_id,int64,797,1
customer_id,int64,799,1
customer_id,int64,145,1
customer_id,int64,850,1
customer_id,int64,851,1
customer_id,int64,852,1
customer_id,int64,853,1
customer_id,int64,854,1
customer_id,int64,855,1
customer_id,int64,856,1
customer_id,int64,825,1
customer_id,int64,827,1
customer_id,int64,828,1
customer_id,int64,829,1
customer_id,int64,830,1
customer_id,int64,831,1
customer_id,int64,833,1
customer_id,int64,834,1
customer_id,int64,835,1
customer_id,int64,866,1
customer_id,int64,842,1
customer_id,int64,843,1
customer_id,int64,844,1
customer_id,int64,846,1
customer_id,int64,128,1
customer_id,int64,129,1
customer_id,int64,130,1
customer_id,int64,132,1
customer_id,int64,133,1
customer_id,int64,136,1
customer_id,int64,105,1
customer_id,int64,108,1
customer_id,int64,111,1
customer_id,int64,848,1
customer_id,int64,849,1
customer_id,int64,857,1
customer_id,int64,858,1
customer_id,int64,860,1
customer_id,int64,861,1
customer_id,int64,862,1
customer_id,int64,112,1
customer_id,int64,114,1
customer_id,int64,115,1
customer_id,int64,116,1
customer_id,int64,118,1
customer_id,int64,119,1
customer_id,int64,89,1
customer_id,int64,90,1
customer_id,int64,91,1
customer_id,int64,93,1
customer_id,int64,864,1
customer_id,int64,96,1
customer_id,int64,97,1
customer_id,int64,98,1
customer_id,int64,99,1
customer_id,int64,101,1
customer_id,int64,102,1
customer_id,int64,104,1
customer_id,int64,74,1
customer_id,int64,76,1
customer_id,int64,77,1
customer_id,int64,78,1
customer_id,int64,881,1
customer_id,int64,882,1
customer_id,int64,886,1
customer_id,int64,887,1
customer_id,int64,888,1
customer_id,int64,83,1
customer_id,int64,84,1
customer_id,int64,85,1
customer_id,int64,87,1
customer_id,int64,88,1
customer_id,int64,57,1
customer_id,int64,58,1
customer_id,int64,59,1
customer_id,int64,62,1
customer_id,int64,898,1
customer_id,int64,899,1
customer_id,int64,904,1
customer_id,int64,874,1
customer_id,int64,875,1
customer_id,int64,876,1
customer_id,int64,879,1
customer_id,int64,934,1
customer_id,int64,935,1
customer_id,int64,936,1
customer_id,int64,907,1
customer_id,int64,909,1
customer_id,int64,910,1
customer_id,int64,911,1
customer_id,int64,912,1
customer_id,int64,913,1
customer_id,int64,918,1
customer_id,int64,919,1
customer_id,int64,920,1
customer_id,int64,890,1
customer_id,int64,891,1
customer_id,int64,892,1
customer_id,int64,895,1
customer_id,int64,927,1
customer_id,int64,64,1
customer_id,int64,66,1
customer_id,int64,67,1
customer_id,int64,68,1
customer_id,int64,69,1
customer_id,int64,70,1
customer_id,int64,72,1
customer_id,int64,41,1
customer_id,int64,42,1
customer_id,int64,44,1
customer_id,int64,45,1
customer_id,int64,46,1
customer_id,int64,928,1
customer_id,int64,930,1
customer_id,int64,933,1
customer_id,int64,53,1
customer_id,int64,54,1
customer_id,int64,56,1
customer_id,int64,26,1
customer_id,int64,28,1
customer_id,int64,29,1
customer_id,int64,30,1
customer_id,int64,946,1
customer_id,int64,947,1
customer_id,int64,948,1
customer_id,int64,950,1
customer_id,int64,951,1
customer_id,int64,921,1
customer_id,int64,922,1
customer_id,int64,924,1
customer_id,int64,926,1
customer_id,int64,982,1
customer_id,int64,10,1
customer_id,int64,11,1
customer_id,int64,12,1
customer_id,int64,13,1
customer_id,int64,14,1
customer_id,int64,1000,1
customer_id,int64,992,1
customer_id,int64,993,1
customer_id,int64,994,1
customer_id,int64,995,1
customer_id,int64,999,1
customer_id,int64,959,1
customer_id,int64,33,1
customer_id,int64,34,1
customer_id,int64,35,1
customer_id,int64,17,1
customer_id,int64,18,1
customer_id,int64,20,1
customer_id,int64,21,1
customer_id,int64,22,1
customer_id,int64,24,1
customer_id,int64,986,1
customer_id,int64,987,1
customer_id,int64,989,1
customer_id,int64,990,1
customer_id,int64,991,1
customer_id,int64,976,1
customer_id,int64,977,1
customer_id,int64,979,1
customer_id,int64,980,1
customer_id,int64,981,1
account_type,object,Savings,394
account_type,object,Current,379
account_type,object,Loan,378
account_type,object,Credit,365
open_date,object,2025-03-28,6
open_date,object,2025-04-09,6
open_date,object,2024-11-24,6
open_date,object,2025-04-04,5
open_date,object,2024-10-03,5
open_date,object,2023-05-04,4
open_date,object,2025-03-08,4
open_date,object,2024-02-06,4
open_date,object,2024-07-29,4
open_date,object,2024-03-07,4
open_date,object,2024-07-15,4
open_date,object,2025-03-31,4
open_date,object,2023-05-20,4
open_date,object,2025-02-13,4
open_date,object,2025-03-26,4
open_date,object,2024-09-20,4
open_date,object,2025-04-01,4
open_date,object,2024-12-26,4
open_date,object,2025-03-15,4
open_date,object,2025-02-16,4
open_date,object,2025-04-08,4
open_date,object,2025-02-20,4
open_date,object,2024-06-06,4
open_date,object,2025-01-30,4
open_date,object,2023-06-12,3
open_date,object,2025-01-10,3
open_date,object,2024-02-26,3
open_date,object,2023-06-29,3
open_date,object,2025-03-22,3
open_date,object,2023-02-12,3
open_date,object,2025-04-03,3
open_date,object,2024-08-22,3
open_date,object,2024-12-10,3
open_date,object,2025-01-28,3
open_date,object,2025-03-29,3
open_date,object,2024-08-20,3
open_date,object,2025-02-27,3
open_date,object,2022-12-16,3
open_date,object,2024-05-31,3
open_date,object,2024-06-20,3
open_date,object,2020-08-29,3
open_date,object,2024-01-25,3
open_date,object,2025-04-05,3
open_date,object,2025-03-12,3
open_date,object,2024-12-27,3
open_date,object,2024-12-02,3
open_date,object,2024-08-18,3
open_date,object,2025-02-10,3
open_date,object,2024-11-09,3
open_date,object,2021-09-03,3
open_date,object,2024-10-22,3
open_date,object,2023-10-21,3
open_date,object,2020-04-18,3
open_date,object,2024-03-21,3
open_date,object,2022-12-14,3
open_date,object,2025-01-25,3
open_date,object,2024-01-11,3
open_date,object,2024-10-05,3
open_date,object,2024-09-10,3
open_date,object,2024-09-11,3
open_date,object,2025-02-19,3
open_date,object,2022-06-26,3
open_date,object,2021-10-26,3
open_date,object,2024-06-12,3
open_date,object,2020-12-09,3
open_date,object,2024-04-16,3
open_date,object,2024-08-03,3
open_date,object,2024-07-10,3
open_date,object,2023-12-16,3
open_date,object,2025-03-25,3
open_date,object,2025-04-10,3
open_date,object,2025-01-26,3
open_date,object,2025-02-03,3
open_date,object,2025-03-19,3
open_date,object,2025-03-03,3
open_date,object,2023-10-28,3
open_date,object,2023-10-10,3
open_date,object,2022-11-21,3
open_date,object,2024-10-20,3
open_date,object,2024-05-03,3
open_date,object,2024-05-26,3
open_date,object,2024-09-23,3
open_date,object,2023-02-17,3
open_date,object,2024-11-28,3
open_date,object,2025-04-07,3
open_date,object,2025-04-06,3
open_date,object,2024-08-14,3
open_date,object,2024-08-27,3
open_date,object,2025-01-23,3
open_date,object,2024-12-07,3
open_date,object,2021-11-19,3
open_date,object,2025-01-08,3
open_date,object,2023-12-13,3
open_date,object,2024-05-21,3
open_date,object,2022-09-07,3
open_date,object,2021-04-07,3
open_date,object,2025-01-09,3
open_date,object,2021-04-15,3
open_date,object,2024-12-31,3
open_date,object,2025-03-13,3
open_date,object,2024-09-09,3
open_date,object,2025-02-15,3
open_date,object,2024-09-28,3
open_date,object,2025-02-01,3
open_date,object,2024-07-21,2
open_date,object,2023-01-28,2
open_date,object,2020-02-20,2
open_date,object,2021-12-03,2
open_date,object,2025-03-09,2
open_date,object,2023-02-24,2
open_date,object,2022-06-14,2
open_date,object,2024-09-15,2
open_date,object,2023-05-03,2
open_date,object,2024-11-17,2
open_date,object,2020-07-19,2
open_date,object,2025-02-08,2
open_date,object,2024-11-27,2
open_date,object,2021-07-17,2
open_date,object,2019-09-23,2
open_date,object,2019-09-06,2
open_date,object,2024-09-06,2
open_date,object,2022-10-17,2
open_date,object,2024-11-23,2
open_date,object,2022-02-01,2
open_date,object,2022-09-29,2
open_date,object,2023-11-20,2
open_date,object,2025-03-30,2
