account_id,average_transaction,transaction_count,total_amount,min_transaction,max_transaction,transaction_std_dev,customer_id
115,2386751.164666666,15,35801267.47,72929.16,4554282.47,1577082.249041971,79
116,2315574.190869565,23,53258206.39,212270.42,4278070.71,1278732.638559051,80
117,2110274.567222222,18,37984942.21,24425.24,4466613.43,1449138.3897294195,80
118,1961809.4684210524,19,37274379.9,107343.65,4278537.44,1355122.6298718925,80
119,2019457.0491666663,24,48466969.18,130958.31,4466419.3,1535354.853330112,81
120,2733058.5573913045,23,62860346.82,532396.87,4809776.78,1373096.1722448645,81
121,3159671.306315789,19,60033754.82,305736.56,4999874.72,1601488.9051692616,82
122,2623124.075,22,57708729.65,87966.83,4962459.29,1550435.318423428,82
123,2008441.2136363636,11,22092853.35,35211.04,4918062.35,1890226.4305259264,82
124,3083661.506666667,15,46254922.6,301387.54,4874861.16,1664656.921747032,83
125,2602645.7605,20,52052915.21,13604.75,4965369.04,1618177.8967537484,84
127,2829048.071111111,9,25461432.64,829076.72,4420646.35,1342880.3728067442,86
128,2824498.48,23,64963465.04,138424.38,4820079.82,1388076.7156332345,86
129,2146612.8408333333,12,25759354.09,505569.07,4312646.32,1211461.5225314233,86
130,2328330.382777778,18,41909946.89,80712.78,4974544.73,1356465.6541955855,87
131,2888181.163333333,18,51987260.94,960068.41,4700044.8,1106599.8872280032,88
132,3040100.313181818,22,66882206.89,305267.01,4984422.76,1243256.770387167,89
133,2286366.206,15,34295493.09,337111.05,4493862.54,1495055.567235468,90
134,2451176.0954545457,22,53925874.1,328767.09,4929932.39,1412868.1751512587,91
135,2435486.6811764706,17,41403273.58,287592.95,4853768.4,1534798.356007344,92
136,2796480.837058824,17,47540174.23,555375.5,4825487.63,1443053.485809137,92
137,2618920.8745454545,22,57616259.24,63141.6,4873415.56,1314498.7659937406,93
138,2583076.513125,16,41329224.21,250504.84,4411457.96,1210266.5670201727,94
139,2295564.418095238,21,48206852.78,112243.59,4717583.41,1291448.8071444037,94
141,2959803.1777272727,22,65115669.91,466674.95,4981174.53,1346002.5965819038,95
142,2585492.0470833336,24,62051809.13,193163.42,4591535.74,1342308.9795644735,95
144,2377606.4814285715,21,49929736.11,84396.71,4850809.86,1703269.7595916863,97
145,2234589.4528,25,55864736.32,64650.92,4890875.57,1580892.184770462,98
146,2264326.2285714285,14,31700567.2,8276.66,4476092.5,1449319.6813112495,99
147,2552087.693571429,28,71458455.42,91429.21,4970980.78,1539412.344837251,100
148,2560103.3638888886,18,46081860.55,248645.41,4907430.73,1628553.2461638264,100
149,2768378.2984210528,19,52599187.67,656278.06,4774273.04,1272759.952627932,101
150,2865466.21137931,29,83098520.13,18241.6,4964483.17,1416685.523693662,102
151,2603161.8000000003,14,36444265.2,69953.21,3907724.62,1367260.507680196,103
152,2142450.4596153847,26,55703711.95,82401.91,4548185.74,1041648.442805995,103
155,2605245.1011764705,17,44289166.72,227065.59,4939297.75,1556809.9291465853,106
156,2134727.7328571426,28,59772376.52,226741.79,4855399.15,1480168.9574896446,106
158,2751379.2416666667,24,66033101.8,222149.36,4937843.51,1221680.5372493106,107
159,2747890.8039999995,25,68697270.1,124673.89,4979652.91,1381585.9764179075,108
160,2289417.0029166667,24,54946008.07,319146.46,4859774.43,1511308.7601828033,109
161,2875672.8973333333,15,43135093.46,464882.17,4539920.31,1224423.324478354,109
162,1983398.255555556,9,17850584.3,487491.72,4726497.55,1299690.038818244,110
163,1860509.61,14,26047134.54,167168.61,4577646.69,1413699.3150518285,110
164,2631127.45,25,65778186.25,527026.7,4390906.55,1268105.4706102873,111
165,2124880.7715,20,42497615.43,131644.88,4957483.71,1547371.0894276253,112
167,2691462.459130435,23,61903636.56,443067.49,4921864.99,1436040.9102815269,113
169,2362833.174761905,21,49619496.67,11080.97,4991703.33,1502368.322212202,115
170,2137235.354117647,17,36333001.02,26463.11,4384867.0,1506175.9425943098,116
171,2698538.810454545,22,59367853.83,119624.45,4835943.27,1572518.3709820493,117
172,2313515.1053333334,15,34702726.58,346491.47,4468505.79,1389649.1879431598,117
174,2185503.2061538463,13,28411541.68,606428.88,4983750.17,1406419.793432823,119
175,2050657.99125,24,49215791.79,3351.87,4580329.07,1401909.5309283135,120
176,3011564.2247619047,21,63242848.72,201171.92,4750961.11,1341921.2504297511,120
177,2831263.580476191,21,59456535.190000005,22717.12,4919846.03,1714352.1469173706,121
178,3121986.3144444446,18,56195753.66,320308.03,4652711.75,1344336.7111190404,121
179,2110890.2204761906,21,44328694.63,33293.9,4888852.21,1496213.8380339756,122
180,2704867.89,24,64916829.36,349092.22,4932081.3,1541140.1837576972,122
182,2875292.9426086955,23,66131737.68,115705.78,4548765.58,1214852.632405247,124
183,2829793.1529032257,31,87723587.74,42826.6,4967547.36,1533930.1228260293,125
185,2649715.7394444444,18,47694883.31,124159.07,4962097.76,1677675.1062340476,125
186,2848736.7970588235,17,48428525.55,79370.78,4875940.45,1502959.3017929408,126
188,1965489.5631578949,19,37344301.7,116775.02,3998749.61,1377444.5275476156,127
189,2776148.578846154,26,72179863.05,71563.92,4968799.78,1484429.002599183,128
190,2013022.538888889,18,36234405.7,30386.11,4433106.56,1183325.7771580804,129
191,2283829.6660869564,23,52528082.32,33092.38,4566710.36,1248704.3377043232,130
192,2368179.975,22,52099959.45,137038.56,4884809.97,1508777.3005062214,131
193,2347358.107083333,24,56336594.57,285344.24,4604695.1,1431684.6920733177,131
194,2736774.152857143,21,57472257.21,44376.12,4926372.17,1531334.2742818205,131
195,2203073.2354545454,22,48467611.18,41313.83,4950601.29,1455942.4025089531,132
196,1986672.35,21,41720119.35,12000.83,4929789.54,1304741.8458349134,133
197,3085686.9938095235,21,64799426.87,279429.46,4963589.1,1321020.612760257,134
200,2503926.513636364,22,55086383.3,525653.06,4716061.58,1233237.8652769397,135
201,2453882.139411765,17,41715996.370000005,297915.48,4968098.57,1434468.777433406,135
202,2578324.631,20,51566492.62,274920.95,4960568.84,1400950.679865323,136
203,3190597.696363636,11,35096574.66,1102475.9,4855656.89,1229504.9047211057,137
205,2350791.6125000003,24,56418998.7,115516.22,4999082.27,1594993.834674541,138
206,1950100.4083333327,24,46802409.8,116127.48,3590367.51,1029810.8617926716,139
207,3099970.541052632,19,58899440.28,397667.73,4745501.24,1319369.3095290477,140
208,2643453.475,18,47582162.55,41525.2,4774633.17,1426720.3754188097,141
210,2862332.356923077,13,37210320.64,912782.62,4625968.9,1160030.1036779403,142
211,2987897.450952381,21,62745846.47,324305.78,4970552.63,1422567.5443612249,143
212,2403877.455,22,52885304.01,186360.97,4999286.05,1445399.0708538778,144
213,3406677.855454546,22,74946912.82000001,37499.43,4871572.83,1381589.39141353,144
214,2139581.382142857,14,29954139.35,923735.88,4831889.22,1464418.991117036,145
215,2348461.1192,25,58711527.98,130965.51,4803666.87,1542521.584452134,146
217,2199043.427142857,21,46179911.97,60660.28,4757610.83,1787980.8300340176,147
219,2123073.858,15,31846107.87,169816.3,4451962.87,1234482.6882795996,148
220,2448296.830555556,18,44069342.95,534062.43,4853144.24,1279609.903992683,149
221,2066008.671764706,17,35122147.42,97911.3,4342350.26,1253423.200198945,149
222,2729455.08882353,17,46400736.510000005,139516.23,4889138.41,1779624.493230038,150
223,2597116.116842105,19,49345206.22,417326.33,4974600.2,1425659.161909101,151
224,3042966.4692857144,14,42601530.57,922549.03,4914707.63,1484933.4577633566,152
225,2466036.2217391306,23,56718833.1,275768.65,4780154.84,1356753.7863230628,153
226,2791450.9236842105,19,53037567.55,274620.04,4747019.88,1605484.1628374727,154
227,2778889.2516666665,24,66693342.04,177557.71,4966311.65,1587871.7655475629,155
228,2592388.1852380955,21,54440151.89,499780.69,4957956.94,1351955.0879184117,155
229,2337640.5525,24,56103373.26,21883.68,4844143.13,1644186.957824926,156
230,2084975.1135483875,31,64634228.52,22530.7,4246191.84,1268198.7981928184,156
233,3528038.501818181,11,38808423.52,1177554.83,4700675.81,1022242.4236098812,158
234,3056751.607058824,17,51964777.32,1647006.12,4924575.32,1178557.6240876534,159
235,1912231.097037037,27,51630239.620000005,75737.72,4440429.11,1467251.489135655,160
236,2698557.9094117647,17,45875484.46,122516.59,4645427.41,1354009.898967914,161
237,2156115.0294736843,19,40966185.56,33910.9,4789250.99,1466713.9451362423,161
239,2222059.639090909,11,24442656.03,151649.21,4978827.32,1794088.564466947,163
240,1500377.3642857145,7,10502641.55,18961.08,4677306.59,1712276.8765800155,163
241,2864176.1088888887,27,77332754.94,439727.96,4857857.8,1488927.470354039,164
242,2283758.34,20,45675166.8,43756.02,4980397.4,1158770.9648362992,164
243,1987168.138888889,18,35769026.5,149288.95,4782802.87,1365502.0721621013,164
245,2585823.9648275864,29,74988894.98,13219.85,4880224.94,1601217.3649611776,165
247,2329237.7247368423,19,44255516.77,372279.31,4430696.51,1060356.0294245367,166
248,2369811.8825,16,37916990.12,60091.41,4872253.35,1440918.1192297777,167
249,3145823.3320000004,15,47187349.98,417819.65,4780056.92,1491195.033561021,167
250,2414755.9742857143,21,50709875.46,25594.41,4870097.38,1483838.9553112397,167
252,3065395.5307142856,14,42915537.43,1178765.17,4965760.83,1412006.4018271756,168
253,2523795.023125,16,40380720.37,176580.95,4650531.43,1668831.8766295451,169
254,2695917.5972,25,67397939.93,280617.41,4770245.04,1495829.9709228594,169
255,2469329.998,20,49386599.96,267651.86,4297413.7,1072068.7266107704,170
256,2195414.9058333333,12,26344978.87,129577.47,4455270.48,1592174.7237564318,171
257,2621687.817619048,21,55055444.17,49025.02,4755406.02,1405653.9913644851,172
259,1815744.833157895,19,34499151.83,57714.58,4795545.86,1809628.159902664,172
261,2630215.1948,25,65755379.87,492226.34,4819312.49,1424422.1454436202,174
262,2019902.1821052632,19,38378141.46,144282.4,4548924.73,1472314.0610398818,174
263,2462078.016818182,22,54165716.370000005,39754.3,4639834.82,1615388.7695193046,174
264,3204605.639090909,11,35250662.03,242340.81,4839215.63,1633297.4118143118,175
266,2675961.6354166665,24,64223079.25,24654.59,4958485.32,1294464.8923205028,176
267,2009266.46625,16,32148263.46,35521.19,4765198.71,1604900.5236209282,176
268,2486015.1753333337,15,37290227.63,56691.61,4747438.3,1287870.4481279969,177
269,2098021.48375,24,50352515.61,115263.43,4819796.01,1288344.6974915578,177
270,2556844.154375,16,40909506.47,453763.9,4880837.12,1085886.3001668963,178
271,2676927.060625,16,42830832.97,212983.38,4925079.79,1394829.8456140792,179
272,2101532.7952631577,19,39929123.11,58797.01,4815579.2,1456082.199680803,179
273,2961264.994,20,59225299.88,298778.53,4983207.99,1384916.708509748,179
274,1984674.500769231,13,25800768.51,150155.74,4572848.25,1408570.6737611212,180
276,2470265.6372,25,61756640.93,605677.53,4946153.25,1485216.204908591,181
277,2384722.384375,16,38155558.15,546137.35,4379878.33,1466915.1989190453,182
278,2199796.6476470586,17,37396543.01,346568.54,4054059.6,1433681.6635438264,182
279,2034957.62,21,42734110.02,126727.6,4327414.92,1149641.8490394112,183
280,2348964.2391666668,24,56375141.74,118410.7,4942696.8,1401440.7915068392,183
281,2557045.7529629627,27,69040235.33,480278.76,4639558.62,1182697.8619975806,184
282,2790958.148,15,41864372.22,7538.47,4624639.38,1689269.4615300775,184
283,2405194.029583333,24,57724656.71,159489.91,4883789.33,1372590.4586766118,185
284,2407969.176428572,14,33711568.47,120750.95,4443898.65,1612572.5904320942,186
285,2668434.205909091,22,58705552.53,147728.7,4737957.44,1355077.665590699,187
287,2907116.010526316,19,55235204.2,75449.93,4663949.81,1445419.861628256,189
288,2409103.89125,24,57818493.39,168026.24,4942573.32,1568512.5818714653,190
289,2681985.3868181817,22,59003678.51,320318.3,4661387.85,1137501.0601192163,191
290,2070079.5596153848,26,53822068.55,203745.8,4703255.11,1192806.270368608,192
291,2051058.8526666665,15,30765882.79,95708.92,4710939.38,1539018.5166489498,193
295,2372357.0104761906,21,49819497.22,33559.43,4784705.61,1538439.9502543942,196
296,2683393.5528,25,67084838.82,34525.7,4949306.76,1348533.8703576766,197
297,2136280.091304348,23,49134442.1,225374.02,4221740.39,1360699.625464437,198
298,1843914.9605,20,36878299.21,395309.13,4499757.97,1316478.0209369918,198
299,2410954.647894737,19,45808138.31,303156.15,4959064.81,1499357.370683072,199
300,2619159.37,20,52383187.4,3274.87,4807604.11,1392348.649976029,199
301,3000000.045555556,18,54000000.82,541255.1,4807426.13,1555736.5427084332,200
302,2394313.156153846,13,31126071.03,51128.28,4856734.12,1718438.6971057442,201
303,2467454.035714286,14,34544356.5,354811.83,4075663.83,1297725.9477784852,202
304,2518275.017368421,19,47847225.33,130522.54,4771134.55,1355013.525028888,203
305,2664969.113636364,22,58629320.5,119654.65,4952671.12,1540303.0310919452,203
306,2697670.1744444445,18,48558063.14,568232.62,4024484.26,1125105.467482539,204
307,2827689.463181818,22,62209168.19,297411.29,4713111.39,1282055.795428195,204
308,2341918.975,22,51522217.45,139812.06,4275510.6,1468004.096419125,205
309,2649499.4908695654,23,60938488.29,228810.17,4856160.04,1385287.2329996407,206
312,2692021.240625,16,43072339.85,33742.25,4689216.95,1430695.8145158296,208
313,2302860.092941176,17,39148621.58,22502.79,4250105.12,1354523.0607477168,209
314,2639694.926086956,23,60712983.3,294901.98,4663842.59,1408150.232046517,210
315,2859389.6929411767,17,48609624.78,14712.04,4932844.1,1723442.836517508,210
316,2957497.2266666666,24,70979933.44,397644.99,4989829.16,1598273.1595937936,210
318,3161708.7476470587,17,53749048.71,1254212.04,4740428.3,1247464.3200460544,212
319,2230663.848181818,22,49074604.66,342390.46,4866910.63,1259029.436284161,213
322,3344490.174615385,13,43478372.27,208286.91,4830541.85,1457550.3637066693,216
323,2350556.240526316,19,44660568.57,121218.52,4927070.19,1652721.6706381775,216
326,2459447.767142857,21,51648403.11,445123.98,4862191.89,1348470.5118796362,218
330,2812465.3238888886,36,101248751.66,72309.4,4754469.26,1287758.102465985,220
331,2632495.4436842105,19,50017413.43,885001.82,4859344.79,1375590.5872848807,221
332,2779167.0994117646,17,47245840.69,30513.43,4575781.2,1403010.438613274,222
333,2657416.570588235,17,45176081.7,559404.09,4765471.67,1592435.3971722322,222
334,2066940.47,23,47539630.81,148321.56,4909522.47,1312425.8454555178,223
335,2616711.8956,25,65417797.39,196013.67,4983975.02,1141201.2355423907,224
337,2050430.7623076923,26,53311199.82,283548.02,4434584.17,1230540.2424222026,226
338,2402791.355652174,23,55264201.18,12125.07,4876454.57,1599366.0282194745,226
339,1967539.2015384615,13,25578009.62,117673.57,4533865.06,1338051.2790820843,227
340,2497407.801764706,17,42455932.63,191199.13,4386973.86,1353104.3106399183,228
341,2629086.503529412,17,44694470.56,426059.4,4961922.61,1517531.1997267755,229
342,2862837.492608696,23,65845262.33,115167.26,4869049.74,1522673.9815492237,230
343,2722348.695,22,59891671.29,352111.63,4694490.79,1261027.1363300555,231
344,2544488.564814815,27,68701191.25,644167.62,4980980.23,1296538.5909096485,232
345,2693320.529166667,12,32319846.35,405237.08,4758333.44,1483780.8458233825,233
347,2221474.85125,24,53315396.43,247192.58,4764317.92,1311743.4294768367,234
348,2743286.724,25,68582168.1,4584.6,4934648.27,1560877.519628401,235
349,2160233.194285714,21,45364897.08,84458.93,4128632.18,1299532.040645723,236
350,2480014.265909091,22,54560313.85,283345.46,4617219.56,1259367.5334932622,237
351,2141293.818076923,26,55673639.27,123902.7,4976855.78,1484640.1853420157,237
352,2002812.8575,20,40056257.15,102403.3,4664610.06,1268551.504325867,238
353,2869755.438823529,17,48785842.46,845484.63,4507721.76,1255140.600631708,238
354,2045055.87875,24,49081341.09,139631.14,4873011.93,1483514.4645889418,239
355,1985530.7711111112,27,53609330.82,92054.52,4883335.36,1179506.1676299009,240
356,3058119.4795238096,21,64220509.07,107163.63,4764484.97,1352847.2554287144,241
357,2808628.2157142856,21,58981192.53,12330.44,4953072.56,1538865.2764614832,241
358,2210202.831875,16,35363245.31,165039.76,4944157.96,1464117.8328851284,242
359,2409950.8384615383,13,31329360.9,161079.05,4889206.05,1748947.7217556818,243
360,2352455.316,20,47049106.32,42421.59,4514835.18,1518354.4643646732,243
361,2450878.546,30,73526356.38,76873.06,4843123.07,1561119.9564128977,244
362,2810122.8456521737,23,64632825.45,89721.84,4969909.88,1372041.3942747628,245
363,2622599.5768181817,22,57697190.69,406987.83,4386443.09,1238794.3096141336,245
364,2184292.474375,16,34948679.59,40605.14,4718332.11,1414196.9840964016,246
365,2356109.6580000003,20,47122193.16,241392.77,4982247.42,1468876.6843567693,247
366,2597466.435,14,36364530.09,537476.3,4196539.91,1211981.1411229176,247
367,2625955.2045,20,52519104.09,249080.29,4716160.91,1448034.748807794,248
368,2654747.238095238,21,55749692.0,53676.58,4934728.59,1568938.0741826475,248
369,2561616.546875,16,40985864.75,1151343.54,4594176.1,1133498.4661206172,248
370,2857214.1,16,45715425.6,137099.22,4987663.7,1585049.922289786,249
371,2447471.993076924,13,31817135.91,167150.87,4645470.46,1267020.9260350645,250
372,2417608.1554166665,24,58022595.73,423271.18,4354109.62,1166865.3849426054,251
373,2400588.109,20,48011762.18,52217.66,4356018.63,1280355.2069846245,252
374,2666870.965,28,74672387.02,105569.01,4976644.72,1724893.847182261,253
375,2200559.912307692,13,28607278.86,362898.26,4392131.44,1389947.9142101784,253
377,1962643.450714286,14,27477008.31,207112.79,4940960.4,1353235.7249594766,255
378,2466921.409,20,49338428.18,166795.9,4777385.14,1660392.6046520672,255
379,2592274.8815,20,51845497.63,186826.06,4846562.11,1504487.5339436247,256
383,2400483.095882353,17,40808212.63,40000.24,4931100.65,1532751.510862224,258
384,2826258.9815789475,19,53698920.65,109488.82,4971243.76,1740665.241157499,259
387,2216028.1185185187,27,59832759.2,62064.67,4392793.35,1415582.7517694694,260
389,2249796.378095238,21,47245723.94,93687.66,4984472.51,1445239.0806106816,262
390,2075762.8652,25,51894071.63,60315.27,4777899.15,1458859.2686728523,262
391,2992497.1063636364,22,65834936.34,60675.37,4793989.46,1446239.536688015,263
392,2709037.857058824,17,46053643.57,488515.59,4994499.26,1265341.819153314,263
393,2715857.016190476,21,57032997.34,96505.18,4848694.79,1645825.902989636,264
394,2917617.85,14,40846649.9,290495.83,4830980.18,1396113.1271218802,265
395,2880270.2668421054,19,54725135.07,92403.31,4577327.13,1287654.3026802922,265
396,2063309.7714285715,14,28886336.8,17117.18,4998435.0,1817322.1167030272,266
398,2279088.732083333,24,54698129.57,115230.99,4974883.72,1442747.3049530748,266
400,2820205.8000000003,12,33842469.6,269500.22,4433187.69,1188038.9408820008,267
401,1960392.2603448275,29,56851375.55,91042.02,4757922.33,1360686.639724048,268
402,3187753.512272727,22,70130577.27,211150.93,4983452.87,1553148.370637889,269
403,2656938.1485714284,21,55795701.12,189755.75,4869619.29,1370399.757435758,269
404,2919965.43,21,61319274.03,554613.74,4425106.57,1348078.653976121,270
405,2291174.9695652174,23,52697024.3,7558.02,4810318.88,1438353.2959390427,270
406,1865254.1422222224,27,50361861.84,339659.69,4678429.59,1253320.7418523135,271
407,1836978.546,20,36739570.92,16901.45,4584617.31,1446619.502344655,271
408,2482002.02,17,42194034.34,223585.82,4964776.82,1621184.5274963863,272
409,3005286.489047619,21,63111016.27,675177.37,4913398.43,1254751.3362473391,273
410,2590251.23,14,36263517.22,32767.95,4713894.79,1801508.417207684,273
411,2698879.023888889,18,48579822.43,249619.57,4811341.05,1537347.043945321,274
412,2307988.2695454545,22,50775741.93,103728.42,4806331.21,1420426.8461896563,275
414,2525166.67826087,23,58078833.6,354314.38,4663281.15,1179341.4790515853,275
415,2701024.188181818,22,59422532.14,28690.71,4856016.6,1582471.8086531523,276
416,2452849.959411765,17,41698449.31,449145.73,4936221.94,1446174.3226121606,276
417,2642029.1831578948,19,50198554.48,162365.12,4603063.05,1407775.6471599902,277
419,2516911.276296296,27,67956604.46,251714.73,4992327.47,1558050.6035347334,279
420,2076196.5017647056,17,35295340.53,70609.61,4826362.03,1417933.702816364,279
421,2667928.5816666665,18,48022714.47,33431.46,4941037.61,1574067.5910748688,280
422,2463882.69,23,56669301.87,449658.24,4686119.31,1124324.8329224477,280
423,2241286.632222222,18,40343159.38,129309.88,4792811.73,1721962.4115212588,280
424,2129324.3636842105,19,40457162.91,180237.82,4285320.15,1277114.2372890292,281
425,2313686.2657692307,26,60155842.91,98145.07,4877344.77,1414134.801488608,282
